cancer_site,state,year,count,population,crude_rate_100k
XI Carcinomas and other malignant epithelial neoplasms,California,2011,196,10370254,1.89
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2011,19,915821,2.07
XI Carcinomas and other malignant epithelial neoplasms,Florida,2011,93,4488437,2.07
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2011,41,2779227,1.4800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2011,66,3467883,1.9000000000000001
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2011,17,1795904,0.9500000000000001
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2011,29,822275,3.53
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2011,20,1143121,1.75
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2011,26,1246073,2.09
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2011,31,1520984,2.04
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2011,32,1626878,1.97
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2011,68,2603185,2.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2011,18,1434697,1.25
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2011,16,838698,1.9100000000000001
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2011,27,1587236,1.7000000000000002
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2011,57,2293748,2.49
XI Carcinomas and other malignant epithelial neoplasms,New York,2011,111,4888061,2.27
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2011,47,2557053,1.8399999999999999
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2011,67,3031650,2.2100000000000004
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2011,20,1044976,1.9100000000000001
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2011,27,967433,2.79
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2011,86,3157064,2.72
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2011,24,1213760,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2011,33,1668551,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Texas,2011,126,7693071,1.64
XI Carcinomas and other malignant epithelial neoplasms,Utah,2011,19,971379,1.9600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2011,29,2092221,1.3900000000000001
XI Carcinomas and other malignant epithelial neoplasms,Washington,2011,40,1770867,2.2600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2011,20,1496185,1.34
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2012,21,1257483,1.67
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2012,32,1790431,1.79
XI Carcinomas and other malignant epithelial neoplasms,California,2012,179,10317070,1.7300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2012,25,1378145,1.8100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2012,29,910496,3.19
XI Carcinomas and other malignant epithelial neoplasms,Florida,2012,83,4486969,1.85
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2012,46,2779149,1.6600000000000001
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2012,67,3437783,1.9500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2012,35,1784361,1.9600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2012,17,820668,2.07
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2012,16,812823,1.97
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2012,22,1138332,1.9300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2012,21,1241363,1.69
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2012,33,1521070,2.17
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2012,45,1625373,2.77
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2012,53,2573737,2.06
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2012,29,1431778,2.0300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2012,20,1574173,1.27
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2012,51,2285979,2.23
XI Carcinomas and other malignant epithelial neoplasms,New York,2012,146,4876123,2.99
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2012,42,2553139,1.6500000000000001
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2012,65,3003532,2.16
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2012,18,962738,1.87
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2012,75,3135457,2.39
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2012,33,1668708,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Texas,2012,159,7752093,2.0500000000000003
XI Carcinomas and other malignant epithelial neoplasms,Utah,2012,28,977592,2.8600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2012,34,2100329,1.62
XI Carcinomas and other malignant epithelial neoplasms,Washington,2012,35,1771021,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2012,35,1487603,2.35
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2013,27,1252409,2.16
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2013,30,1787090,1.6800000000000002
XI Carcinomas and other malignant epithelial neoplasms,California,2013,192,10281356,1.87
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2013,27,1383194,1.9500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2013,34,900260,3.78
XI Carcinomas and other malignant epithelial neoplasms,Florida,2013,82,4504408,1.82
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2013,42,2776752,1.51
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2013,85,3406313,2.5
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2013,34,1781561,1.9100000000000001
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2013,22,823432,2.67
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2013,26,811514,3.2
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2013,32,1138299,2.8100000000000005
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2013,23,1238745,1.8600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2013,27,1519545,1.7800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2013,23,1624173,1.42
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2013,59,2549860,2.31
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2013,28,1432396,1.9500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2013,30,1564946,1.92
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2013,63,2277452,2.77
XI Carcinomas and other malignant epithelial neoplasms,New York,2013,129,4861824,2.6500000000000004
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2013,38,2550293,1.4900000000000002
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2013,59,2989139,1.97
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2013,22,1054508,2.09
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2013,23,958401,2.4000000000000004
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2013,90,3114308,2.89
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2013,16,1207716,1.32
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2013,21,1668674,1.26
XI Carcinomas and other malignant epithelial neoplasms,Texas,2013,122,7817791,1.56
XI Carcinomas and other malignant epithelial neoplasms,Utah,2013,18,989314,1.82
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2013,34,2103307,1.62
XI Carcinomas and other malignant epithelial neoplasms,Washington,2013,34,1775480,1.9100000000000001
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2013,26,1480016,1.7600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2014,22,1248641,1.7600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2014,39,1789283,2.18
XI Carcinomas and other malignant epithelial neoplasms,Arkansas,2014,21,786190,2.67
XI Carcinomas and other malignant epithelial neoplasms,California,2014,203,10252905,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2014,36,1391463,2.59
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2014,19,891933,2.1300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Florida,2014,104,4531200,2.3000000000000003
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2014,46,2781718,1.6500000000000001
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2014,71,3373212,2.1
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2014,25,1777906,1.4100000000000001
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2014,21,827077,2.54
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2014,19,810326,2.34
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2014,30,1135044,2.64
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2014,18,1238097,1.4500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2014,30,1523016,1.97
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2014,32,1622378,1.97
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2014,68,2529247,2.69
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2014,31,1436779,2.16
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2014,16,818840,1.9500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2014,22,1558653,1.4100000000000001
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2014,66,2272038,2.9000000000000004
XI Carcinomas and other malignant epithelial neoplasms,New York,2014,123,4841587,2.54
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2014,63,2548178,2.47
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2014,59,2978111,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2014,20,1059384,1.89
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2014,20,961229,2.08
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2014,76,3098898,2.45
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2014,37,1671080,2.2100000000000004
XI Carcinomas and other malignant epithelial neoplasms,Texas,2014,153,7912748,1.9300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Utah,2014,37,997232,3.7100000000000004
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2014,37,2104566,1.7600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Washington,2014,50,1784637,2.8000000000000003
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2014,26,1472985,1.77
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2015,32,1248676,2.5600000000000005
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2015,44,1791893,2.4600000000000004
XI Carcinomas and other malignant epithelial neoplasms,California,2015,245,10233713,2.39
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2015,41,1403855,2.92
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2015,21,882614,2.3800000000000003
XI Carcinomas and other malignant epithelial neoplasms,Florida,2015,98,4581732,2.14
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2015,66,2794532,2.3600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2015,71,3343564,2.12
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2015,29,1774241,1.6300000000000001
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2015,18,829347,2.17
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2015,23,809232,2.84
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2015,41,1134815,3.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2015,28,1239760,2.2600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2015,40,1524205,2.62
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2015,40,1618344,2.47
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2015,56,2509250,2.23
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2015,40,1439988,2.7800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2015,42,1555601,2.7
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2015,72,2266048,3.18
XI Carcinomas and other malignant epithelial neoplasms,New York,2015,123,4827598,2.5500000000000003
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2015,62,2551335,2.43
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2015,95,2967885,3.2
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2015,17,1067368,1.59
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2015,26,965333,2.69
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2015,98,3085612,3.18
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2015,22,1219204,1.8
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2015,33,1676382,1.97
XI Carcinomas and other malignant epithelial neoplasms,Texas,2015,159,8019632,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Utah,2015,34,1007330,3.38
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2015,26,2108455,1.2300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Washington,2015,52,1799406,2.89
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2015,27,1467155,1.8399999999999999
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2016,32,1250345,2.5600000000000005
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2016,31,1797187,1.72
XI Carcinomas and other malignant epithelial neoplasms,California,2016,241,10202315,2.3600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2016,32,1412146,2.27
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2016,25,874610,2.8600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Florida,2016,115,4649027,2.47
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2016,58,2812879,2.06
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2016,111,3315189,3.35
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2016,41,1775628,2.31
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2016,30,831639,3.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2016,23,807121,2.85
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2016,31,1135568,2.7300000000000004
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2016,28,1241897,2.25
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2016,39,1527292,2.5500000000000003
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2016,38,1615181,2.35
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2016,80,2498450,3.2
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2016,48,1448841,3.3100000000000005
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2016,16,808861,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2016,34,1553547,2.19
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2016,72,2264110,3.18
XI Carcinomas and other malignant epithelial neoplasms,New York,2016,160,4812427,3.3200000000000003
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2016,61,2566852,2.3800000000000003
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2016,83,2959565,2.8000000000000003
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2016,26,1070792,2.43
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2016,25,974379,2.5700000000000003
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2016,83,3075303,2.7
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2016,22,1227031,1.79
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2016,35,1684191,2.08
XI Carcinomas and other malignant epithelial neoplasms,Texas,2016,162,8109784,2
XI Carcinomas and other malignant epithelial neoplasms,Utah,2016,22,1022229,2.15
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2016,42,2115887,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Washington,2016,59,1823033,3.24
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2016,39,1462315,2.67
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2017,21,1250946,1.6800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2017,42,1796263,2.34
XI Carcinomas and other malignant epithelial neoplasms,California,2017,200,10167604,1.97
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2017,37,1415360,2.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2017,24,868255,2.7600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Florida,2017,98,4699258,2.09
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2017,60,2823263,2.1300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Idaho,2017,16,500960,3.19
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2017,85,3286354,2.59
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2017,39,1775983,2.2
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2017,27,833605,3.24
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2017,20,803765,2.49
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2017,39,1137648,3.4299999999999997
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2017,23,1236712,1.8600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2017,32,1530203,2.09
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2017,41,1615467,2.54
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2017,56,2488648,2.25
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2017,29,1458066,1.99
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2017,16,803635,1.99
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2017,33,1552493,2.1300000000000003
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2017,61,2267593,2.69
XI Carcinomas and other malignant epithelial neoplasms,New York,2017,140,4793336,2.92
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2017,50,2577649,1.94
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2017,72,2957947,2.43
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2017,23,1068531,2.15
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2017,23,977998,2.35
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2017,78,3070702,2.54
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2017,24,1234529,1.94
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2017,34,1693678,2.0100000000000002
XI Carcinomas and other malignant epithelial neoplasms,Texas,2017,141,8172127,1.7300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Utah,2017,29,1034205,2.8000000000000003
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2017,42,2122008,1.9800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Washington,2017,43,1843601,2.33
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2017,33,1459797,2.2600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2018,30,1252711,2.39
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2018,55,1798459,3.0600000000000005
XI Carcinomas and other malignant epithelial neoplasms,California,2018,245,10112152,2.42
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2018,34,1419870,2.39
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2018,19,863084,2.2
XI Carcinomas and other malignant epithelial neoplasms,Florida,2018,108,4733157,2.2800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2018,84,2830815,2.97
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2018,92,3256090,2.83
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2018,32,1780428,1.8
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2018,21,832601,2.52
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2018,24,800803,3
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2018,33,1137678,2.9000000000000004
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2018,28,1230763,2.2800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2018,38,1532381,2.4800000000000004
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2018,31,1612332,1.92
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2018,78,2474790,3.1500000000000004
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2018,34,1464481,2.32
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2018,20,795615,2.5100000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2018,41,1550648,2.64
XI Carcinomas and other malignant epithelial neoplasms,Nebraska,2018,19,539119,3.5200000000000005
XI Carcinomas and other malignant epithelial neoplasms,New Hampshire,2018,19,299433,6.3500000000000005
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2018,72,2270116,3.17
XI Carcinomas and other malignant epithelial neoplasms,New Mexico,2018,21,546545,3.84
XI Carcinomas and other malignant epithelial neoplasms,New York,2018,153,4775888,3.2
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2018,60,2587851,2.32
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2018,81,2950452,2.75
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2018,33,1067039,3.09
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2018,23,976166,2.3600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2018,70,3068334,2.2800000000000002
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2018,33,1240967,2.66
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2018,37,1702308,2.17
XI Carcinomas and other malignant epithelial neoplasms,Texas,2018,187,8214114,2.2800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Utah,2018,30,1041649,2.8800000000000003
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2018,41,2126146,1.9300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Washington,2018,52,1854373,2.8000000000000003
XI Carcinomas and other malignant epithelial neoplasms,West Virginia,2018,16,413894,3.8700000000000006
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2018,34,1456227,2.33
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2019,33,1253568,2.6300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2019,40,1801368,2.22
XI Carcinomas and other malignant epithelial neoplasms,Arkansas,2019,19,782773,2.43
XI Carcinomas and other malignant epithelial neoplasms,California,2019,228,10031937,2.27
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2019,32,1416055,2.2600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2019,21,855498,2.45
XI Carcinomas and other malignant epithelial neoplasms,Florida,2019,135,4746306,2.84
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2019,60,2837249,2.1100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2019,99,3223324,3.0700000000000003
XI Carcinomas and other malignant epithelial neoplasms,Indiana,2019,28,1781041,1.57
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2019,17,832460,2.04
XI Carcinomas and other malignant epithelial neoplasms,Kansas,2019,24,796945,3.0100000000000002
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2019,41,1135826,3.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2019,32,1224395,2.6100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2019,29,1534455,1.89
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2019,40,1604026,2.49
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2019,64,2457921,2.6
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2019,36,1468262,2.45
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,2019,18,788554,2.2800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2019,33,1548077,2.1300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Nebraska,2019,25,540054,4.63
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2019,80,2270780,3.5200000000000005
XI Carcinomas and other malignant epithelial neoplasms,New Mexico,2019,16,542570,2.95
XI Carcinomas and other malignant epithelial neoplasms,New York,2019,130,4750606,2.74
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2019,56,2592554,2.16
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2019,84,2942255,2.85
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2019,30,1066104,2.8100000000000005
XI Carcinomas and other malignant epithelial neoplasms,Oregon,2019,24,973039,2.47
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2019,91,3055348,2.9800000000000004
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2019,28,1246902,2.25
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,2019,37,1705352,2.17
XI Carcinomas and other malignant epithelial neoplasms,Texas,2019,195,8258161,2.3600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Utah,2019,24,1046127,2.29
XI Carcinomas and other malignant epithelial neoplasms,Virginia,2019,56,2130427,2.6300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Washington,2019,55,1862282,2.95
XI Carcinomas and other malignant epithelial neoplasms,West Virginia,2019,19,409661,4.64
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,2019,30,1451315,2.07
XI Carcinomas and other malignant epithelial neoplasms,Alabama,2020,21,1252961,1.6800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Arizona,2020,46,1797655,2.5600000000000005
XI Carcinomas and other malignant epithelial neoplasms,California,2020,200,9911839,2.02
XI Carcinomas and other malignant epithelial neoplasms,Colorado,2020,37,1407914,2.6300000000000003
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,2020,28,846366,3.3100000000000005
XI Carcinomas and other malignant epithelial neoplasms,Florida,2020,93,4752216,1.9600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Georgia,2020,67,2826070,2.37
XI Carcinomas and other malignant epithelial neoplasms,Idaho,2020,17,515584,3.3000000000000003
XI Carcinomas and other malignant epithelial neoplasms,Illinois,2020,62,3177225,1.9500000000000002
XI Carcinomas and other malignant epithelial neoplasms,Iowa,2020,22,828838,2.6500000000000004
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,2020,24,1130680,2.12
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,2020,19,1212086,1.57
XI Carcinomas and other malignant epithelial neoplasms,Maryland,2020,27,1527500,1.77
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,2020,33,1578332,2.09
XI Carcinomas and other malignant epithelial neoplasms,Michigan,2020,51,2433725,2.1
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,2020,36,1464734,2.4600000000000004
XI Carcinomas and other malignant epithelial neoplasms,Missouri,2020,35,1541203,2.27
XI Carcinomas and other malignant epithelial neoplasms,Nebraska,2020,16,539091,2.97
XI Carcinomas and other malignant epithelial neoplasms,Nevada,2020,18,766006,2.35
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,2020,63,2262277,2.7800000000000002
XI Carcinomas and other malignant epithelial neoplasms,New York,2020,121,4694118,2.58
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,2020,50,2578660,1.94
XI Carcinomas and other malignant epithelial neoplasms,Ohio,2020,70,2921500,2.4000000000000004
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,2020,19,1064162,1.79
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,2020,62,3035112,2.04
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,2020,17,1247280,1.36
