state,age_group,year,count,population,crude_rate_100k
Ohio,10-14 years,2016,128,756669,16.919999999999998
Ohio,15-19 years,2016,174,792628,21.950000000000003
Ohio,5-9 years,2016,87,714633,12.170000000000002
Ohio,< 1 year,2016,38,137038,27.730000000000004
Oklahoma,1-4 years,2016,54,210492,25.650000000000002
Oklahoma,10-14 years,2016,41,269652,15.200000000000001
Oklahoma,15-19 years,2016,64,270365,23.67
Oklahoma,5-9 years,2016,24,268384,8.940000000000001
Oklahoma,< 1 year,2016,19,51899,36.61000000000001
Oregon,1-4 years,2016,44,186242,23.630000000000003
Oregon,10-14 years,2016,28,246717,11.350000000000001
Oregon,15-19 years,2016,57,253890,22.450000000000003
Oregon,5-9 years,2016,31,242437,12.790000000000001
Pennsylvania,1-4 years,2016,150,571971,26.230000000000004
Pennsylvania,10-14 years,2016,121,775786,15.600000000000001
Pennsylvania,15-19 years,2016,213,852569,24.980000000000004
Pennsylvania,5-9 years,2016,106,735259,14.42
Pennsylvania,< 1 year,2016,39,139718,27.910000000000004
Rhode Island,15-19 years,2016,19,76612,24.8
South Carolina,1-4 years,2016,45,229567,19.6
South Carolina,10-14 years,2016,46,309516,14.86
South Carolina,15-19 years,2016,75,327285,22.92
South Carolina,5-9 years,2016,39,304553,12.81
Tennessee,1-4 years,2016,87,322994,26.939999999999998
Tennessee,10-14 years,2016,67,430332,15.57
Tennessee,15-19 years,2016,91,436523,20.85
Tennessee,5-9 years,2016,45,414202,10.86
Tennessee,< 1 year,2016,25,80140,31.200000000000003
Texas,1-4 years,2016,373,1586268,23.51
Texas,10-14 years,2016,348,2070030,16.81
Texas,15-19 years,2016,445,2033349,21.89
Texas,5-9 years,2016,305,2025221,15.06
Texas,< 1 year,2016,122,394916,30.89
Utah,1-4 years,2016,45,201810,22.3
Utah,10-14 years,2016,42,263061,15.969999999999999
Utah,15-19 years,2016,50,245742,20.35
Utah,5-9 years,2016,32,261346,12.240000000000002
Utah,< 1 year,2016,19,50270,37.800000000000004
Virginia,1-4 years,2016,75,407389,18.41
Virginia,10-14 years,2016,78,533777,14.61
Virginia,15-19 years,2016,96,555535,17.28
Virginia,5-9 years,2016,82,516274,15.880000000000003
Virginia,< 1 year,2016,32,102912,31.09
Washington,1-4 years,2016,88,360687,24.400000000000002
Washington,10-14 years,2016,77,454573,16.94
Washington,15-19 years,2016,111,458360,24.22
Washington,5-9 years,2016,64,459856,13.92
Washington,< 1 year,2016,31,89557,34.61000000000001
West Virginia,10-14 years,2016,19,107251,17.72
West Virginia,15-19 years,2016,31,112970,27.439999999999998
Wisconsin,1-4 years,2016,67,269103,24.900000000000002
Wisconsin,10-14 years,2016,49,375974,13.030000000000001
Wisconsin,15-19 years,2016,103,394693,26.1
Wisconsin,5-9 years,2016,55,356689,15.42
Wyoming,< 1 year,2016,0,7542,0
Alabama,1-4 years,2017,44,236872,18.580000000000002
Alabama,10-14 years,2017,50,318688,15.690000000000001
Alabama,15-19 years,2017,58,334471,17.34
Alabama,5-9 years,2017,42,302834,13.87
Alabama,< 1 year,2017,29,58081,49.93000000000001
Alaska,1-4 years,2017,16,43016,37.2
Arizona,1-4 years,2017,83,339483,24.450000000000003
Arizona,10-14 years,2017,59,466520,12.65
Arizona,15-19 years,2017,98,472033,20.76
Arizona,5-9 years,2017,65,438248,14.830000000000002
Arizona,< 1 year,2017,17,79979,21.26
Arkansas,1-4 years,2017,30,151083,19.86
Arkansas,10-14 years,2017,30,202511,14.81
Arkansas,15-19 years,2017,51,203012,25.12
Arkansas,5-9 years,2017,20,192875,10.370000000000001
California,1-4 years,2017,427,1962690,21.76
California,10-14 years,2017,383,2593692,14.77
California,15-19 years,2017,583,2644516,22.05
California,5-9 years,2017,320,2490981,12.850000000000001
California,< 1 year,2017,110,475725,23.12
Colorado,1-4 years,2017,59,264981,22.27
Colorado,10-14 years,2017,55,370453,14.850000000000001
Colorado,15-19 years,2017,98,369011,26.560000000000002
Colorado,5-9 years,2017,47,346880,13.55
Colorado,< 1 year,2017,20,64035,31.230000000000004
Connecticut,1-4 years,2017,34,150024,22.66
Connecticut,10-14 years,2017,38,229651,16.55
Connecticut,15-19 years,2017,63,250871,25.11
Connecticut,5-9 years,2017,32,201813,15.86
Delaware,1-4 years,2017,17,43876,38.75
Florida,1-4 years,2017,187,899711,20.78
Florida,10-14 years,2017,190,1200361,15.830000000000002
Florida,15-19 years,2017,312,1242769,25.11
Florida,5-9 years,2017,174,1137259,15.3
Florida,< 1 year,2017,64,219158,29.200000000000003
Georgia,1-4 years,2017,118,525257,22.47
Georgia,10-14 years,2017,116,738339,15.71
Georgia,15-19 years,2017,156,743412,20.980000000000004
Georgia,5-9 years,2017,92,689524,13.340000000000002
Georgia,< 1 year,2017,31,126731,24.46
Hawaii,15-19 years,2017,17,80352,21.16
Idaho,1-4 years,2017,19,92810,20.47
Idaho,10-14 years,2017,19,130952,14.51
Idaho,15-19 years,2017,30,133171,22.53
Idaho,5-9 years,2017,17,122038,13.930000000000001
Illinois,1-4 years,2017,148,619287,23.900000000000002
Illinois,10-14 years,2017,117,854491,13.690000000000001
Illinois,15-19 years,2017,228,868046,26.27
Illinois,5-9 years,2017,100,794232,12.590000000000002
Illinois,< 1 year,2017,49,150298,32.6
Indiana,1-4 years,2017,77,336332,22.89
Indiana,10-14 years,2017,73,458192,15.930000000000001
Indiana,15-19 years,2017,93,470105,19.78
Indiana,5-9 years,2017,46,430580,10.68
Iowa,1-4 years,2017,41,159088,25.77
Iowa,10-14 years,2017,35,212164,16.5
Iowa,15-19 years,2017,57,222123,25.660000000000004
Iowa,5-9 years,2017,30,202039,14.850000000000001
Kansas,1-4 years,2017,33,154303,21.39
Kansas,10-14 years,2017,34,205428,16.55
Kansas,15-19 years,2017,48,208091,23.07
Kansas,5-9 years,2017,33,199293,16.56
Kentucky,1-4 years,2017,66,220900,29.880000000000003
Kentucky,10-14 years,2017,55,291727,18.85
Kentucky,15-19 years,2017,82,294779,27.82
Kentucky,5-9 years,2017,35,276479,12.66
Kentucky,< 1 year,2017,19,53763,35.339999999999996
Louisiana,1-4 years,2017,48,247310,19.41
Louisiana,10-14 years,2017,33,313055,10.540000000000001
Louisiana,15-19 years,2017,64,311643,20.540000000000003
Louisiana,5-9 years,2017,28,304098,9.209999999999999
Maine,10-14 years,2017,17,75630,22.480000000000004
Maine,15-19 years,2017,30,80852,37.1
Maryland,1-4 years,2017,62,295136,21.01
Maryland,10-14 years,2017,52,389720,13.340000000000002
Maryland,15-19 years,2017,80,397186,20.14
Maryland,5-9 years,2017,48,376231,12.76
Massachusetts,1-4 years,2017,68,291242,23.35
Massachusetts,10-14 years,2017,63,405250,15.55
Massachusetts,15-19 years,2017,109,473262,23.03
Massachusetts,5-9 years,2017,55,374308,14.690000000000001
Massachusetts,< 1 year,2017,23,71405,32.21
Michigan,1-4 years,2017,90,459897,19.57
Michigan,10-14 years,2017,96,640838,14.980000000000002
Michigan,15-19 years,2017,147,688676,21.35
Michigan,5-9 years,2017,68,588337,11.56
Michigan,< 1 year,2017,22,110900,19.840000000000003
Minnesota,1-4 years,2017,90,284433,31.64
Minnesota,10-14 years,2017,54,377082,14.32
Minnesota,15-19 years,2017,87,368809,23.590000000000003
Minnesota,5-9 years,2017,50,359326,13.91
Minnesota,< 1 year,2017,27,68416,39.46000000000001
Mississippi,1-4 years,2017,28,148474,18.86
Mississippi,10-14 years,2017,23,208668,11.020000000000001
Mississippi,15-19 years,2017,42,214762,19.560000000000002
Mississippi,5-9 years,2017,30,195438,15.350000000000001
Missouri,1-4 years,2017,59,297909,19.8
Missouri,10-14 years,2017,52,398758,13.040000000000001
Missouri,15-19 years,2017,74,405283,18.26
Missouri,5-9 years,2017,45,378165,11.9
Montana,1-4 years,2017,16,50456,31.710000000000004
Montana,10-14 years,2017,17,65999,25.760000000000005
Montana,15-19 years,2017,21,65814,31.910000000000004
Nebraska,1-4 years,2017,26,106511,24.41
Nebraska,10-14 years,2017,25,136792,18.28
Nebraska,15-19 years,2017,34,134494,25.28
Nebraska,5-9 years,2017,17,132916,12.790000000000001
Nevada,1-4 years,2017,30,146127,20.53
Nevada,10-14 years,2017,24,195504,12.280000000000001
Nevada,15-19 years,2017,48,184105,26.07
Nevada,5-9 years,2017,17,188016,9.040000000000001
Nevada,< 1 year,2017,16,35057,45.64
New Hampshire,15-19 years,2017,25,89250,28.010000000000005
New Jersey,1-4 years,2017,101,427140,23.650000000000002
New Jersey,10-14 years,2017,110,590566,18.630000000000003
New Jersey,15-19 years,2017,136,596456,22.8
New Jersey,5-9 years,2017,92,549809,16.73
New Jersey,< 1 year,2017,18,103622,17.37
New Mexico,15-19 years,2017,33,144767,22.8
New York,1-4 years,2017,210,943939,22.25
New York,10-14 years,2017,223,1187087,18.790000000000003
New York,15-19 years,2017,349,1275398,27.360000000000003
New York,5-9 years,2017,156,1150077,13.56
New York,< 1 year,2017,90,236835,38
North Carolina,1-4 years,2017,102,478994,21.290000000000003
North Carolina,10-14 years,2017,82,665013,12.33
North Carolina,15-19 years,2017,160,695629,23
North Carolina,5-9 years,2017,75,621663,12.06
North Carolina,< 1 year,2017,32,116350,27.5
Ohio,1-4 years,2017,131,560108,23.39
Ohio,10-14 years,2017,102,759575,13.430000000000001
Ohio,15-19 years,2017,186,794577,23.41
Ohio,5-9 years,2017,81,708969,11.43
Ohio,< 1 year,2017,38,134718,28.210000000000004
Oklahoma,1-4 years,2017,38,209094,18.169999999999998
Oklahoma,10-14 years,2017,38,272051,13.969999999999999
Oklahoma,15-19 years,2017,54,272052,19.85
Oklahoma,5-9 years,2017,35,265622,13.180000000000001
Oregon,1-4 years,2017,42,186735,22.490000000000002
Oregon,10-14 years,2017,45,251030,17.930000000000003
Oregon,15-19 years,2017,70,254860,27.47
Oregon,5-9 years,2017,43,241490,17.81
Pennsylvania,1-4 years,2017,132,571948,23.080000000000002
Pennsylvania,10-14 years,2017,130,780569,16.650000000000002
Pennsylvania,15-19 years,2017,194,848889,22.85
Pennsylvania,5-9 years,2017,113,732300,15.430000000000001
Pennsylvania,< 1 year,2017,35,136996,25.55
Rhode Island,15-19 years,2017,19,76270,24.91
South Carolina,1-4 years,2017,55,230436,23.87
South Carolina,10-14 years,2017,46,316479,14.530000000000001
South Carolina,15-19 years,2017,65,331029,19.64
South Carolina,5-9 years,2017,36,301609,11.940000000000001
Tennessee,1-4 years,2017,86,324940,26.47
Tennessee,10-14 years,2017,62,436209,14.21
Tennessee,15-19 years,2017,98,440889,22.230000000000004
Tennessee,5-9 years,2017,47,412731,11.39
Tennessee,< 1 year,2017,19,78909,24.080000000000002
Texas,1-4 years,2017,384,1602219,23.97
Texas,10-14 years,2017,340,2102365,16.169999999999998
Texas,15-19 years,2017,436,2066554,21.1
Texas,5-9 years,2017,282,2020086,13.96
Texas,< 1 year,2017,109,380903,28.62
Utah,1-4 years,2017,67,203039,33
Utah,10-14 years,2017,42,269722,15.57
Utah,15-19 years,2017,72,253198,28.439999999999998
Utah,5-9 years,2017,31,259377,11.950000000000001
Virginia,1-4 years,2017,92,409132,22.490000000000002
Virginia,10-14 years,2017,74,539887,13.71
Virginia,15-19 years,2017,102,559675,18.22
Virginia,5-9 years,2017,57,514291,11.08
Virginia,< 1 year,2017,18,99023,18.180000000000003
Washington,1-4 years,2017,104,366741,28.360000000000003
Washington,10-14 years,2017,68,465095,14.62
Washington,15-19 years,2017,118,461170,25.590000000000003
Washington,5-9 years,2017,57,462573,12.32
Washington,< 1 year,2017,21,88022,23.86
West Virginia,15-19 years,2017,39,112231,34.75
West Virginia,5-9 years,2017,16,101336,15.790000000000001
Wisconsin,1-4 years,2017,75,268870,27.89
Wisconsin,10-14 years,2017,58,378926,15.31
Wisconsin,15-19 years,2017,79,394850,20.01
Wisconsin,5-9 years,2017,48,352372,13.62
Wisconsin,< 1 year,2017,22,64779,33.96
Alabama,1-4 years,2018,53,237782,22.290000000000003
Alabama,10-14 years,2018,33,322587,10.23
Alabama,15-19 years,2018,66,334459,19.730000000000004
Alabama,5-9 years,2018,38,299683,12.68
Alabama,< 1 year,2018,16,58200,27.49
Arizona,1-4 years,2018,72,336683,21.39
Arizona,10-14 years,2018,77,474052,16.240000000000002
Arizona,15-19 years,2018,124,476542,26.02
Arizona,5-9 years,2018,70,433678,16.14
Arizona,< 1 year,2018,28,77504,36.13
Arkansas,1-4 years,2018,31,150514,20.6
Arkansas,10-14 years,2018,25,204335,12.23
Arkansas,15-19 years,2018,47,203480,23.1
Arkansas,5-9 years,2018,23,190232,12.090000000000002
California,1-4 years,2018,425,1938409,21.930000000000003
California,10-14 years,2018,399,2609479,15.290000000000001
California,15-19 years,2018,602,2644994,22.76
California,5-9 years,2018,339,2464953,13.75
California,< 1 year,2018,123,454317,27.07
Colorado,1-4 years,2018,43,265288,16.21
Colorado,10-14 years,2018,55,372423,14.77
Colorado,15-19 years,2018,93,375911,24.740000000000002
Colorado,5-9 years,2018,51,343766,14.840000000000002
Connecticut,1-4 years,2018,29,150063,19.330000000000002
Connecticut,10-14 years,2018,47,229132,20.51
Connecticut,15-19 years,2018,56,249055,22.480000000000004
Connecticut,5-9 years,2018,19,199358,9.53
Delaware,15-19 years,2018,18,62709,28.700000000000003
District of Columbia,< 1 year,2018,0,9124,0
Florida,1-4 years,2018,203,903277,22.47
Florida,10-14 years,2018,210,1226259,17.130000000000003
Florida,15-19 years,2018,326,1246770,26.150000000000002
Florida,5-9 years,2018,158,1137940,13.880000000000003
Florida,< 1 year,2018,55,218911,25.12
Georgia,1-4 years,2018,99,525172,18.85
Georgia,10-14 years,2018,113,747605,15.11
Georgia,15-19 years,2018,193,750947,25.700000000000003
Georgia,5-9 years,2018,90,681477,13.21
Georgia,< 1 year,2018,30,125614,23.880000000000003
Hawaii,1-4 years,2018,17,72723,23.380000000000003
Idaho,1-4 years,2018,23,92766,24.790000000000003
Idaho,15-19 years,2018,25,136447,18.32
Illinois,1-4 years,2018,141,612544,23.02
Illinois,10-14 years,2018,155,850878,18.22
Illinois,15-19 years,2018,207,865514,23.92
Illinois,5-9 years,2018,107,780198,13.71
Illinois,< 1 year,2018,30,146956,20.41
Indiana,1-4 years,2018,70,335694,20.85
Indiana,10-14 years,2018,76,462002,16.45
Indiana,15-19 years,2018,97,472505,20.53
Indiana,5-9 years,2018,49,429064,11.420000000000002
Indiana,< 1 year,2018,27,81163,33.27
Iowa,1-4 years,2018,38,158557,23.97
Iowa,10-14 years,2018,24,214631,11.18
Iowa,15-19 years,2018,38,221774,17.130000000000003
Iowa,5-9 years,2018,24,199963,12
Kansas,1-4 years,2018,39,151807,25.689999999999998
Kansas,10-14 years,2018,24,206341,11.63
Kansas,15-19 years,2018,48,209854,22.87
Kansas,5-9 years,2018,20,196927,10.16
Kansas,< 1 year,2018,19,35874,52.96000000000001
Kentucky,1-4 years,2018,53,219763,24.12
Kentucky,10-14 years,2018,57,293713,19.41
Kentucky,15-19 years,2018,74,294993,25.090000000000003
Kentucky,5-9 years,2018,50,275479,18.150000000000002
Louisiana,1-4 years,2018,57,244955,23.27
Louisiana,10-14 years,2018,48,315514,15.21
Louisiana,15-19 years,2018,77,311146,24.75
Louisiana,5-9 years,2018,41,299701,13.680000000000001
Louisiana,< 1 year,2018,19,59447,31.960000000000004
Maine,15-19 years,2018,23,80494,28.57
Maryland,1-4 years,2018,55,294678,18.66
Maryland,10-14 years,2018,44,394440,11.16
Maryland,15-19 years,2018,86,397462,21.64
Maryland,5-9 years,2018,51,374023,13.64
Maryland,< 1 year,2018,20,71778,27.860000000000003
Massachusetts,1-4 years,2018,72,290122,24.82
Massachusetts,10-14 years,2018,66,405064,16.290000000000003
Massachusetts,15-19 years,2018,92,473515,19.430000000000003
Massachusetts,5-9 years,2018,46,372723,12.340000000000002
Massachusetts,< 1 year,2018,23,70908,32.44
Michigan,1-4 years,2018,94,459206,20.47
Michigan,10-14 years,2018,106,638879,16.59
Michigan,15-19 years,2018,176,682967,25.77
Michigan,5-9 years,2018,80,584229,13.690000000000001
Michigan,< 1 year,2018,32,109509,29.22
Minnesota,1-4 years,2018,88,284715,30.910000000000004
Minnesota,10-14 years,2018,46,381823,12.05
Minnesota,15-19 years,2018,91,371730,24.480000000000004
Minnesota,5-9 years,2018,53,359213,14.75
Minnesota,< 1 year,2018,24,67000,35.82
Mississippi,1-4 years,2018,21,147311,14.26
Mississippi,10-14 years,2018,30,210541,14.25
Mississippi,15-19 years,2018,38,211377,17.98
Mississippi,5-9 years,2018,21,190030,11.05
Missouri,1-4 years,2018,61,296624,20.560000000000002
Missouri,10-14 years,2018,57,401795,14.190000000000001
Missouri,15-19 years,2018,90,405565,22.19
Missouri,5-9 years,2018,40,374615,10.68
Missouri,< 1 year,2018,21,72049,29.150000000000002
Montana,10-14 years,2018,16,66995,23.880000000000003
Montana,15-19 years,2018,17,66210,25.680000000000003
Montana,< 1 year,2018,0,11552,0
Nebraska,1-4 years,2018,29,106623,27.200000000000003
Nebraska,10-14 years,2018,29,138276,20.97
Nebraska,15-19 years,2018,31,136440,22.72
Nebraska,5-9 years,2018,20,132436,15.100000000000001
Nevada,1-4 years,2018,31,147121,21.07
Nevada,10-14 years,2018,37,200598,18.44
Nevada,15-19 years,2018,46,186884,24.61
Nevada,5-9 years,2018,26,188300,13.81
New Hampshire,10-14 years,2018,25,78467,31.860000000000003
New Hampshire,15-19 years,2018,19,88471,21.480000000000004
New Jersey,1-4 years,2018,92,427787,21.51
New Jersey,10-14 years,2018,89,592529,15.02
New Jersey,15-19 years,2018,171,597641,28.610000000000003
New Jersey,5-9 years,2018,73,548087,13.32
New Jersey,< 1 year,2018,24,104072,23.060000000000002
New Mexico,10-14 years,2018,22,144126,15.26
New Mexico,15-19 years,2018,33,145534,22.680000000000003
New Mexico,5-9 years,2018,18,134295,13.4
New York,1-4 years,2018,241,936222,25.74
New York,10-14 years,2018,229,1184026,19.340000000000003
New York,15-19 years,2018,329,1271109,25.880000000000003
New York,5-9 years,2018,155,1149061,13.490000000000002
New York,< 1 year,2018,69,235470,29.3
North Carolina,1-4 years,2018,81,479268,16.900000000000002
North Carolina,10-14 years,2018,103,672307,15.32
North Carolina,15-19 years,2018,146,704206,20.730000000000004
North Carolina,5-9 years,2018,87,615733,14.130000000000003
North Carolina,< 1 year,2018,27,116337,23.21
Ohio,1-4 years,2018,130,557495,23.32
Ohio,10-14 years,2018,128,760947,16.82
Ohio,15-19 years,2018,186,791018,23.51
Ohio,5-9 years,2018,77,706256,10.9
Ohio,< 1 year,2018,33,134736,24.490000000000002
Oklahoma,1-4 years,2018,52,206095,25.230000000000004
Oklahoma,10-14 years,2018,44,274447,16.03
Oklahoma,15-19 years,2018,51,273808,18.630000000000003
Oklahoma,5-9 years,2018,34,264028,12.880000000000003
Oregon,1-4 years,2018,41,184805,22.19
Oregon,10-14 years,2018,42,254131,16.53
Oregon,15-19 years,2018,51,255566,19.96
Oregon,5-9 years,2018,29,239580,12.100000000000001
Pennsylvania,1-4 years,2018,139,569021,24.430000000000003
Pennsylvania,10-14 years,2018,107,784202,13.64
Pennsylvania,15-19 years,2018,198,848975,23.32
Pennsylvania,5-9 years,2018,93,729417,12.75
Pennsylvania,< 1 year,2018,37,136719,27.060000000000002
South Carolina,1-4 years,2018,47,230325,20.41
South Carolina,10-14 years,2018,42,322767,13.01
South Carolina,15-19 years,2018,70,333750,20.97
South Carolina,5-9 years,2018,28,299223,9.36
Tennessee,1-4 years,2018,64,325245,19.680000000000003
Tennessee,10-14 years,2018,51,442623,11.520000000000001
Tennessee,15-19 years,2018,80,443943,18.02
Tennessee,5-9 years,2018,53,410467,12.91
Texas,1-4 years,2018,369,1597415,23.1
Texas,10-14 years,2018,342,2130642,16.05
Texas,15-19 years,2018,506,2098945,24.11
Texas,5-9 years,2018,290,2015062,14.39
Texas,< 1 year,2018,101,372050,27.150000000000002
Utah,1-4 years,2018,49,200558,24.430000000000003
Utah,10-14 years,2018,38,274757,13.830000000000002
Utah,15-19 years,2018,74,260687,28.39
Utah,5-9 years,2018,42,258754,16.23
Vermont,< 1 year,2018,0,5452,0
Virginia,1-4 years,2018,86,407081,21.130000000000003
Virginia,10-14 years,2018,76,544546,13.96
Virginia,15-19 years,2018,91,563272,16.16
Virginia,5-9 years,2018,55,511722,10.75
Virginia,< 1 year,2018,35,99525,35.17
Washington,1-4 years,2018,92,367017,25.07
Washington,10-14 years,2018,91,474505,19.180000000000003
Washington,15-19 years,2018,106,463734,22.86
Washington,5-9 years,2018,48,463477,10.36
Washington,< 1 year,2018,20,85640,23.35
West Virginia,1-4 years,2018,16,76818,20.830000000000002
West Virginia,10-14 years,2018,22,107075,20.55
West Virginia,15-19 years,2018,26,111532,23.310000000000002
West Virginia,5-9 years,2018,22,100315,21.930000000000003
Wisconsin,1-4 years,2018,66,267801,24.650000000000002
Wisconsin,10-14 years,2018,52,380992,13.65
Wisconsin,15-19 years,2018,114,395957,28.79
Wisconsin,5-9 years,2018,38,348203,10.91
Alabama,1-4 years,2019,28,238040,11.76
Alabama,10-14 years,2019,43,324430,13.25
Alabama,15-19 years,2019,67,334453,20.03
Alabama,5-9 years,2019,37,299889,12.340000000000002
Arizona,1-4 years,2019,77,331669,23.22
Arizona,10-14 years,2019,70,475542,14.719999999999999
Arizona,15-19 years,2019,114,482642,23.62
Arizona,5-9 years,2019,58,434174,13.36
Arizona,< 1 year,2019,27,77341,34.910000000000004
Arkansas,1-4 years,2019,24,149319,16.07
Arkansas,10-14 years,2019,25,204734,12.21
Arkansas,15-19 years,2019,49,203623,24.060000000000002
Arkansas,5-9 years,2019,25,189615,13.180000000000001
California,1-4 years,2019,393,1891712,20.77
California,10-14 years,2019,372,2597629,14.32
California,15-19 years,2019,606,2646964,22.89
California,5-9 years,2019,317,2452181,12.930000000000001
California,< 1 year,2019,95,443451,21.42
Colorado,1-4 years,2019,55,260904,21.080000000000002
Colorado,10-14 years,2019,55,370913,14.830000000000002
Colorado,15-19 years,2019,83,381660,21.75
Colorado,5-9 years,2019,49,341105,14.37
Colorado,< 1 year,2019,19,61473,30.910000000000004
Connecticut,1-4 years,2019,31,149279,20.77
Connecticut,10-14 years,2019,37,226205,16.36
Connecticut,15-19 years,2019,46,246823,18.64
Connecticut,5-9 years,2019,22,198120,11.100000000000001
Delaware,15-19 years,2019,17,63157,26.92
Florida,1-4 years,2019,244,900535,27.1
Florida,10-14 years,2019,181,1232289,14.690000000000001
Florida,15-19 years,2019,335,1252096,26.760000000000005
Florida,5-9 years,2019,158,1146187,13.780000000000001
Florida,< 1 year,2019,54,215199,25.090000000000003
Georgia,1-4 years,2019,93,522988,17.78
Georgia,10-14 years,2019,123,749805,16.400000000000002
Georgia,15-19 years,2019,153,760532,20.12
Georgia,5-9 years,2019,88,680727,12.930000000000001
Georgia,< 1 year,2019,25,123197,20.290000000000003
Idaho,1-4 years,2019,26,92442,28.130000000000003
Idaho,10-14 years,2019,20,135360,14.780000000000001
Idaho,15-19 years,2019,26,140568,18.5
Illinois,1-4 years,2019,141,604025,23.340000000000003
Illinois,10-14 years,2019,133,841013,15.81
Illinois,15-19 years,2019,213,865148,24.62
Illinois,5-9 years,2019,104,771755,13.480000000000002
Illinois,< 1 year,2019,34,141383,24.05
Indiana,1-4 years,2019,67,335382,19.980000000000004
Indiana,10-14 years,2019,62,461683,13.430000000000001
Indiana,15-19 years,2019,91,474387,19.180000000000003
Indiana,5-9 years,2019,44,429862,10.240000000000002
Iowa,1-4 years,2019,37,157192,23.540000000000003
Iowa,10-14 years,2019,30,215623,13.91
Iowa,15-19 years,2019,57,223433,25.51
Iowa,5-9 years,2019,20,199403,10.030000000000001
Kansas,1-4 years,2019,34,149283,22.78
Kansas,10-14 years,2019,38,206531,18.400000000000002
Kansas,15-19 years,2019,51,210552,24.22
Kansas,5-9 years,2019,16,195385,8.190000000000001
Kentucky,1-4 years,2019,47,218013,21.560000000000002
Kentucky,10-14 years,2019,48,293763,16.34
Kentucky,15-19 years,2019,88,295949,29.730000000000004
Kentucky,5-9 years,2019,32,275509,11.61
Kentucky,< 1 year,2019,18,52592,34.230000000000004
Louisiana,1-4 years,2019,57,241465,23.61
Louisiana,10-14 years,2019,41,315899,12.980000000000002
Louisiana,15-19 years,2019,77,310985,24.76
Louisiana,5-9 years,2019,28,298931,9.370000000000001
Maine,15-19 years,2019,17,80125,21.22
Maryland,1-4 years,2019,61,294501,20.71
Maryland,10-14 years,2019,63,395762,15.92
Maryland,15-19 years,2019,84,398811,21.060000000000002
Maryland,5-9 years,2019,54,374464,14.42
Maryland,< 1 year,2019,28,70917,39.480000000000004
Massachusetts,1-4 years,2019,65,287942,22.57
Massachusetts,10-14 years,2019,71,401176,17.7
Massachusetts,15-19 years,2019,107,473772,22.580000000000002
Massachusetts,5-9 years,2019,45,372002,12.100000000000001
Massachusetts,< 1 year,2019,19,69134,27.480000000000004
Michigan,1-4 years,2019,91,455007,20
Michigan,10-14 years,2019,77,632504,12.170000000000002
Michigan,15-19 years,2019,140,678420,20.64
Michigan,5-9 years,2019,58,584364,9.93
Michigan,< 1 year,2019,26,107626,24.16
Minnesota,1-4 years,2019,76,281496,27
Minnesota,10-14 years,2019,65,382381,17
Minnesota,15-19 years,2019,95,377069,25.19
Minnesota,5-9 years,2019,41,361180,11.350000000000001
Minnesota,< 1 year,2019,16,66136,24.19
Mississippi,1-4 years,2019,19,145802,13.030000000000001
Mississippi,10-14 years,2019,30,210329,14.26
Mississippi,15-19 years,2019,41,210997,19.430000000000003
Mississippi,5-9 years,2019,16,186231,8.590000000000002
Missouri,1-4 years,2019,60,293976,20.41
Missouri,10-14 years,2019,49,402128,12.190000000000001
Missouri,15-19 years,2019,91,406401,22.39
Missouri,5-9 years,2019,46,374521,12.280000000000001
Missouri,< 1 year,2019,19,71051,26.74
Montana,15-19 years,2019,16,66855,23.930000000000003
Nebraska,1-4 years,2019,26,105412,24.67
Nebraska,15-19 years,2019,38,138096,27.52
Nebraska,5-9 years,2019,18,132477,13.590000000000002
Nevada,1-4 years,2019,30,146693,20.450000000000003
Nevada,10-14 years,2019,27,203517,13.27
Nevada,15-19 years,2019,54,190044,28.410000000000004
Nevada,5-9 years,2019,18,189714,9.49
New Hampshire,15-19 years,2019,24,88165,27.22
New Jersey,1-4 years,2019,86,428179,20.090000000000003
New Jersey,10-14 years,2019,87,590682,14.730000000000002
New Jersey,15-19 years,2019,157,600058,26.160000000000004
New Jersey,5-9 years,2019,75,549001,13.66
New Jersey,< 1 year,2019,21,102860,20.42
New Mexico,1-4 years,2019,22,97251,22.62
New Mexico,10-14 years,2019,22,144222,15.25
New Mexico,15-19 years,2019,36,146187,24.630000000000003
New Mexico,5-9 years,2019,17,132202,12.86
New York,1-4 years,2019,190,929747,20.44
New York,10-14 years,2019,194,1173983,16.52
New York,15-19 years,2019,340,1266343,26.85
New York,5-9 years,2019,153,1150539,13.3
New York,< 1 year,2019,62,229994,26.960000000000004
North Carolina,1-4 years,2019,112,477497,23.46
North Carolina,10-14 years,2019,96,675281,14.219999999999999
North Carolina,15-19 years,2019,136,710016,19.150000000000002
North Carolina,5-9 years,2019,92,614817,14.96
North Carolina,< 1 year,2019,33,114943,28.710000000000004
Ohio,1-4 years,2019,135,554535,24.340000000000003
Ohio,10-14 years,2019,107,758301,14.11
Ohio,15-19 years,2019,205,790562,25.930000000000003
Ohio,5-9 years,2019,88,706911,12.450000000000001
Ohio,< 1 year,2019,51,131946,38.650000000000006
Oklahoma,1-4 years,2019,40,203350,19.67
Oklahoma,10-14 years,2019,46,275464,16.7
Oklahoma,15-19 years,2019,66,275948,23.92
Oklahoma,5-9 years,2019,37,263520,14.040000000000001
Oregon,1-4 years,2019,29,180863,16.03
Oregon,10-14 years,2019,35,255133,13.719999999999999
