cancer_site,state,count,population,crude_rate_100k
VII Hepatic tumor,Virginia,105,47413830,0.22000000000000003
VII Hepatic tumor,Washington,116,40520105,0.29
VII Hepatic tumor,West Virginia,22,9950567,0.22000000000000003
VII Hepatic tumor,Wisconsin,72,34329682,0.21000000000000002
VII(a) Hepatoblastoma,Alabama,44,28877079,0.15000000000000002
VII(a) Hepatoblastoma,Arizona,89,39775657,0.22000000000000003
VII(a) Hepatoblastoma,Arkansas,28,17898158,0.16000000000000003
VII(a) Hepatoblastoma,California,525,236070538,0.22000000000000003
VII(a) Hepatoblastoma,Colorado,53,30887289,0.17
VII(a) Hepatoblastoma,Connecticut,41,20830240,0.2
VII(a) Hepatoblastoma,Florida,199,102863635,0.19
VII(a) Hepatoblastoma,Georgia,100,62011319,0.16000000000000003
VII(a) Hepatoblastoma,Hawaii,18,7747695,0.22999999999999998
VII(a) Hepatoblastoma,Idaho,17,10734756,0.16000000000000003
VII(a) Hepatoblastoma,Illinois,146,79093866,0.18000000000000002
VII(a) Hepatoblastoma,Indiana,77,37414578,0.21000000000000002
VII(a) Hepatoblastoma,Iowa,47,18924991,0.25
VII(a) Hepatoblastoma,Kansas,44,18406535,0.24
VII(a) Hepatoblastoma,Kentucky,58,25974328,0.22000000000000003
VII(a) Hepatoblastoma,Louisiana,56,29086064,0.19
VII(a) Hepatoblastoma,Maryland,65,34984232,0.19
VII(a) Hepatoblastoma,Massachusetts,78,37580693,0.21000000000000002
VII(a) Hepatoblastoma,Michigan,99,61154757,0.16000000000000003
VII(a) Hepatoblastoma,Minnesota,73,33142582,0.22000000000000003
VII(a) Hepatoblastoma,Mississippi,22,15669603,0.13999999999999999
VII(a) Hepatoblastoma,Missouri,67,36266473,0.18000000000000002
VII(a) Hepatoblastoma,Nebraska,19,11903430,0.16000000000000003
VII(a) Hepatoblastoma,Nevada,36,16014625,0.22000000000000003
VII(a) Hepatoblastoma,New Jersey,80,52654520,0.15000000000000002
VII(a) Hepatoblastoma,New Mexico,24,12904509,0.19
VII(a) Hepatoblastoma,New York,232,113517852,0.2
VII(a) Hepatoblastoma,North Carolina,99,56649928,0.17
VII(a) Hepatoblastoma,Ohio,129,70366333,0.18000000000000002
VII(a) Hepatoblastoma,Oklahoma,54,23756620,0.22999999999999998
VII(a) Hepatoblastoma,Oregon,44,22097759,0.2
VII(a) Hepatoblastoma,Pennsylvania,133,72683727,0.18000000000000002
VII(a) Hepatoblastoma,South Carolina,49,27583495,0.18000000000000002
VII(a) Hepatoblastoma,Tennessee,65,37884392,0.17
VII(a) Hepatoblastoma,Texas,367,172599550,0.21000000000000002
VII(a) Hepatoblastoma,Utah,51,21588203,0.24
VII(a) Hepatoblastoma,Virginia,84,47413830,0.18000000000000002
VII(a) Hepatoblastoma,Washington,88,40520105,0.22000000000000003
VII(a) Hepatoblastoma,West Virginia,18,9950567,0.18000000000000002
VII(a) Hepatoblastoma,Wisconsin,52,34329682,0.15000000000000002
VII(b) Hepatic carcinomas,Arizona,18,39775657,0.05
VII(b) Hepatic carcinomas,California,140,236070538,0.06
VII(b) Hepatic carcinomas,Colorado,18,30887289,0.06
VII(b) Hepatic carcinomas,Connecticut,17,20830240,0.08000000000000002
VII(b) Hepatic carcinomas,Florida,65,102863635,0.06
VII(b) Hepatic carcinomas,Georgia,28,62011319,0.05
VII(b) Hepatic carcinomas,Illinois,38,79093866,0.05
VII(b) Hepatic carcinomas,Indiana,18,37414578,0.05
VII(b) Hepatic carcinomas,Kentucky,24,25974328,0.09000000000000001
VII(b) Hepatic carcinomas,Louisiana,22,29086064,0.08000000000000002
VII(b) Hepatic carcinomas,Maryland,18,34984232,0.05
VII(b) Hepatic carcinomas,Massachusetts,19,37580693,0.05
VII(b) Hepatic carcinomas,Michigan,40,61154757,0.06999999999999999
VII(b) Hepatic carcinomas,Minnesota,28,33142582,0.08000000000000002
VII(b) Hepatic carcinomas,Missouri,22,36266473,0.06
VII(b) Hepatic carcinomas,New Jersey,33,52654520,0.06
VII(b) Hepatic carcinomas,New York,81,113517852,0.06999999999999999
VII(b) Hepatic carcinomas,North Carolina,34,56649928,0.06
VII(b) Hepatic carcinomas,Ohio,56,70366333,0.08000000000000002
VII(b) Hepatic carcinomas,Oklahoma,20,23756620,0.08000000000000002
VII(b) Hepatic carcinomas,Pennsylvania,41,72683727,0.06
VII(b) Hepatic carcinomas,Tennessee,18,37884392,0.05
VII(b) Hepatic carcinomas,Texas,109,172599550,0.06
VII(b) Hepatic carcinomas,Virginia,20,47413830,0.04000000000000001
VII(b) Hepatic carcinomas,Washington,28,40520105,0.06999999999999999
VII(b) Hepatic carcinomas,Wisconsin,19,34329682,0.06
VII(b) Hepatic carcinomas,Wyoming,0,3396153,0
VII(c) Unspecified malignant hepatic tumors,Alaska,0,4720625,0
VII(c) Unspecified malignant hepatic tumors,Arizona,0,39775657,0
VII(c) Unspecified malignant hepatic tumors,Arkansas,0,17898158,0
VII(c) Unspecified malignant hepatic tumors,Delaware,0,5268436,0
VII(c) Unspecified malignant hepatic tumors,Georgia,0,62011319,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,0,7747695,0
VII(c) Unspecified malignant hepatic tumors,Idaho,0,10734756,0
VII(c) Unspecified malignant hepatic tumors,Illinois,0,79093866,0
VII(c) Unspecified malignant hepatic tumors,Indiana,0,37414578,0
VII(c) Unspecified malignant hepatic tumors,Iowa,0,18924991,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,0,25974328,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,0,29086064,0
VII(c) Unspecified malignant hepatic tumors,Maine,0,7144119,0
VII(c) Unspecified malignant hepatic tumors,Maryland,0,34984232,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,0,33142582,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,0,15669603,0
VII(c) Unspecified malignant hepatic tumors,Montana,0,5846055,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,0,11903430,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,0,7453487,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,0,52654520,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,0,12904509,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,0,4266274,0
VII(c) Unspecified malignant hepatic tumors,Oregon,0,22097759,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,0,6082080,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,0,4834317,0
VII(c) Unspecified malignant hepatic tumors,Utah,0,21588203,0
VII(c) Unspecified malignant hepatic tumors,Vermont,0,3490801,0
VII(c) Unspecified malignant hepatic tumors,Washington,0,40520105,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,0,9950567,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,0,3396153,0
VIII Malignant bone tumors,Alabama,211,28877079,0.73
VIII Malignant bone tumors,Alaska,35,4720625,0.7400000000000001
VIII Malignant bone tumors,Arizona,384,39775657,0.97
VIII Malignant bone tumors,Arkansas,138,17898158,0.77
VIII Malignant bone tumors,California,2115,236070538,0.9
VIII Malignant bone tumors,Colorado,291,30887289,0.9400000000000001
VIII Malignant bone tumors,Connecticut,198,20830240,0.9500000000000001
VIII Malignant bone tumors,Delaware,49,5268436,0.9300000000000002
VIII Malignant bone tumors,District of Columbia,28,3083338,0.91
VIII Malignant bone tumors,Florida,1136,102863635,1.1
VIII Malignant bone tumors,Georgia,529,62011319,0.8500000000000001
VIII Malignant bone tumors,Hawaii,72,7747695,0.9300000000000002
VIII Malignant bone tumors,Idaho,95,10734756,0.8800000000000001
VIII Malignant bone tumors,Illinois,677,79093866,0.86
VIII Malignant bone tumors,Indiana,356,37414578,0.9500000000000001
VIII Malignant bone tumors,Iowa,212,18924991,1.1199999999999999
VIII Malignant bone tumors,Kansas,179,18406535,0.97
VIII Malignant bone tumors,Kentucky,231,25974328,0.8900000000000001
VIII Malignant bone tumors,Louisiana,246,29086064,0.8500000000000001
VIII Malignant bone tumors,Maine,79,7144119,1.11
VIII Malignant bone tumors,Maryland,316,34984232,0.9
VIII Malignant bone tumors,Massachusetts,325,37580693,0.86
VIII Malignant bone tumors,Michigan,533,61154757,0.87
VIII Malignant bone tumors,Minnesota,292,33142582,0.8800000000000001
VIII Malignant bone tumors,Mississippi,120,15669603,0.77
VIII Malignant bone tumors,Missouri,274,36266473,0.76
VIII Malignant bone tumors,Montana,59,5846055,1.01
VIII Malignant bone tumors,Nebraska,113,11903430,0.9500000000000001
VIII Malignant bone tumors,Nevada,124,16014625,0.77
VIII Malignant bone tumors,New Hampshire,83,7453487,1.11
VIII Malignant bone tumors,New Jersey,530,52654520,1.01
VIII Malignant bone tumors,New Mexico,103,12904509,0.8
VIII Malignant bone tumors,New York,1177,113517852,1.04
VIII Malignant bone tumors,North Carolina,492,56649928,0.87
VIII Malignant bone tumors,North Dakota,27,4266274,0.63
VIII Malignant bone tumors,Ohio,623,70366333,0.8900000000000001
VIII Malignant bone tumors,Oklahoma,203,23756620,0.8500000000000001
VIII Malignant bone tumors,Oregon,210,22097759,0.9500000000000001
VIII Malignant bone tumors,Pennsylvania,643,72683727,0.8800000000000001
VIII Malignant bone tumors,Rhode Island,57,6082080,0.9400000000000001
VIII Malignant bone tumors,South Carolina,218,27583495,0.79
VIII Malignant bone tumors,South Dakota,42,4834317,0.87
VIII Malignant bone tumors,Tennessee,321,37884392,0.8500000000000001
VIII Malignant bone tumors,Texas,1626,172599550,0.9400000000000001
VIII Malignant bone tumors,Utah,203,21588203,0.9400000000000001
VIII Malignant bone tumors,Vermont,34,3490801,0.97
VIII Malignant bone tumors,Virginia,415,47413830,0.8800000000000001
VIII Malignant bone tumors,Washington,342,40520105,0.8400000000000001
VIII Malignant bone tumors,West Virginia,87,9950567,0.87
VIII Malignant bone tumors,Wisconsin,292,34329682,0.8500000000000001
VIII Malignant bone tumors,Wyoming,32,3396153,0.9400000000000001
VIII(a) Osteosarcomas,Alabama,114,28877079,0.39
VIII(a) Osteosarcomas,Alaska,16,4720625,0.34
VIII(a) Osteosarcomas,Arizona,205,39775657,0.52
VIII(a) Osteosarcomas,Arkansas,67,17898158,0.37000000000000005
VIII(a) Osteosarcomas,California,1281,236070538,0.54
VIII(a) Osteosarcomas,Colorado,156,30887289,0.51
VIII(a) Osteosarcomas,Connecticut,106,20830240,0.51
VIII(a) Osteosarcomas,Delaware,28,5268436,0.53
VIII(a) Osteosarcomas,District of Columbia,21,3083338,0.68
VIII(a) Osteosarcomas,Florida,625,102863635,0.61
VIII(a) Osteosarcomas,Georgia,308,62011319,0.5
VIII(a) Osteosarcomas,Hawaii,43,7747695,0.5599999999999999
VIII(a) Osteosarcomas,Idaho,60,10734756,0.5599999999999999
VIII(a) Osteosarcomas,Illinois,412,79093866,0.52
VIII(a) Osteosarcomas,Indiana,187,37414578,0.5
VIII(a) Osteosarcomas,Iowa,101,18924991,0.53
VIII(a) Osteosarcomas,Kansas,94,18406535,0.51
VIII(a) Osteosarcomas,Kentucky,129,25974328,0.5
VIII(a) Osteosarcomas,Louisiana,154,29086064,0.53
VIII(a) Osteosarcomas,Maine,39,7144119,0.55
VIII(a) Osteosarcomas,Maryland,167,34984232,0.48
VIII(a) Osteosarcomas,Massachusetts,189,37580693,0.5
VIII(a) Osteosarcomas,Michigan,319,61154757,0.52
VIII(a) Osteosarcomas,Minnesota,163,33142582,0.49000000000000005
VIII(a) Osteosarcomas,Mississippi,74,15669603,0.47000000000000003
VIII(a) Osteosarcomas,Missouri,155,36266473,0.43
VIII(a) Osteosarcomas,Montana,33,5846055,0.5599999999999999
VIII(a) Osteosarcomas,Nebraska,64,11903430,0.54
VIII(a) Osteosarcomas,Nevada,74,16014625,0.45999999999999996
VIII(a) Osteosarcomas,New Hampshire,47,7453487,0.63
VIII(a) Osteosarcomas,New Jersey,277,52654520,0.53
VIII(a) Osteosarcomas,New Mexico,58,12904509,0.45
VIII(a) Osteosarcomas,New York,630,113517852,0.55
VIII(a) Osteosarcomas,North Carolina,263,56649928,0.45999999999999996
VIII(a) Osteosarcomas,Ohio,348,70366333,0.49000000000000005
VIII(a) Osteosarcomas,Oklahoma,101,23756620,0.43
VIII(a) Osteosarcomas,Oregon,119,22097759,0.54
VIII(a) Osteosarcomas,Pennsylvania,322,72683727,0.44000000000000006
VIII(a) Osteosarcomas,Rhode Island,34,6082080,0.5599999999999999
VIII(a) Osteosarcomas,South Carolina,122,27583495,0.44000000000000006
VIII(a) Osteosarcomas,South Dakota,21,4834317,0.43
VIII(a) Osteosarcomas,Tennessee,187,37884392,0.49000000000000005
VIII(a) Osteosarcomas,Texas,905,172599550,0.52
VIII(a) Osteosarcomas,Utah,104,21588203,0.48
VIII(a) Osteosarcomas,Vermont,23,3490801,0.66
VIII(a) Osteosarcomas,Virginia,234,47413830,0.49000000000000005
VIII(a) Osteosarcomas,Washington,202,40520105,0.5
VIII(a) Osteosarcomas,West Virginia,46,9950567,0.45999999999999996
VIII(a) Osteosarcomas,Wisconsin,143,34329682,0.42000000000000004
VIII(a) Osteosarcomas,Wyoming,16,3396153,0.47000000000000003
VIII(b) Chondrosarcomas,Alaska,0,4720625,0
VIII(b) Chondrosarcomas,California,78,236070538,0.03
VIII(b) Chondrosarcomas,District of Columbia,0,3083338,0
VIII(b) Chondrosarcomas,Florida,37,102863635,0.04000000000000001
VIII(b) Chondrosarcomas,Georgia,17,62011319,0.03
VIII(b) Chondrosarcomas,Louisiana,16,29086064,0.06
VIII(b) Chondrosarcomas,Michigan,21,61154757,0.03
VIII(b) Chondrosarcomas,Minnesota,22,33142582,0.06999999999999999
VIII(b) Chondrosarcomas,Montana,0,5846055,0
VIII(b) Chondrosarcomas,New Jersey,27,52654520,0.05
VIII(b) Chondrosarcomas,New York,71,113517852,0.06
VIII(b) Chondrosarcomas,North Carolina,25,56649928,0.04000000000000001
VIII(b) Chondrosarcomas,Ohio,28,70366333,0.04000000000000001
VIII(b) Chondrosarcomas,Pennsylvania,33,72683727,0.05
VIII(b) Chondrosarcomas,Rhode Island,0,6082080,0
VIII(b) Chondrosarcomas,South Dakota,0,4834317,0
VIII(b) Chondrosarcomas,Texas,63,172599550,0.04000000000000001
VIII(b) Chondrosarcomas,Vermont,0,3490801,0
VIII(b) Chondrosarcomas,Washington,17,40520105,0.04000000000000001
VIII(c) Ewing tumor and related sarcomas of bone,Alabama,54,28877079,0.19
VIII(c) Ewing tumor and related sarcomas of bone,Arizona,139,39775657,0.35000000000000003
VIII(c) Ewing tumor and related sarcomas of bone,Arkansas,54,17898158,0.30000000000000004
VIII(c) Ewing tumor and related sarcomas of bone,California,615,236070538,0.26
VIII(c) Ewing tumor and related sarcomas of bone,Colorado,108,30887289,0.35000000000000003
VIII(c) Ewing tumor and related sarcomas of bone,Connecticut,61,20830240,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Delaware,18,5268436,0.34
VIII(c) Ewing tumor and related sarcomas of bone,Florida,389,102863635,0.38
VIII(c) Ewing tumor and related sarcomas of bone,Georgia,171,62011319,0.27999999999999997
VIII(c) Ewing tumor and related sarcomas of bone,Hawaii,19,7747695,0.25
VIII(c) Ewing tumor and related sarcomas of bone,Idaho,25,10734756,0.22999999999999998
VIII(c) Ewing tumor and related sarcomas of bone,Illinois,214,79093866,0.27
VIII(c) Ewing tumor and related sarcomas of bone,Indiana,135,37414578,0.36000000000000004
VIII(c) Ewing tumor and related sarcomas of bone,Iowa,91,18924991,0.48
VIII(c) Ewing tumor and related sarcomas of bone,Kansas,73,18406535,0.4
VIII(c) Ewing tumor and related sarcomas of bone,Kentucky,80,25974328,0.31000000000000005
VIII(c) Ewing tumor and related sarcomas of bone,Louisiana,61,29086064,0.21000000000000002
VIII(c) Ewing tumor and related sarcomas of bone,Maine,32,7144119,0.45
VIII(c) Ewing tumor and related sarcomas of bone,Maryland,101,34984232,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Massachusetts,108,37580693,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Michigan,160,61154757,0.26
VIII(c) Ewing tumor and related sarcomas of bone,Minnesota,95,33142582,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Mississippi,29,15669603,0.19
VIII(c) Ewing tumor and related sarcomas of bone,Missouri,93,36266473,0.26
VIII(c) Ewing tumor and related sarcomas of bone,Montana,23,5846055,0.39
VIII(c) Ewing tumor and related sarcomas of bone,Nebraska,37,11903430,0.31000000000000005
VIII(c) Ewing tumor and related sarcomas of bone,Nevada,39,16014625,0.24
VIII(c) Ewing tumor and related sarcomas of bone,New Hampshire,28,7453487,0.38
VIII(c) Ewing tumor and related sarcomas of bone,New Jersey,177,52654520,0.34
VIII(c) Ewing tumor and related sarcomas of bone,New Mexico,34,12904509,0.26
VIII(c) Ewing tumor and related sarcomas of bone,New York,378,113517852,0.33
VIII(c) Ewing tumor and related sarcomas of bone,North Carolina,163,56649928,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Ohio,198,70366333,0.27999999999999997
VIII(c) Ewing tumor and related sarcomas of bone,Oklahoma,72,23756620,0.30000000000000004
VIII(c) Ewing tumor and related sarcomas of bone,Oregon,78,22097759,0.35000000000000003
VIII(c) Ewing tumor and related sarcomas of bone,Pennsylvania,244,72683727,0.34
VIII(c) Ewing tumor and related sarcomas of bone,Rhode Island,19,6082080,0.31000000000000005
VIII(c) Ewing tumor and related sarcomas of bone,South Carolina,68,27583495,0.25
VIII(c) Ewing tumor and related sarcomas of bone,South Dakota,17,4834317,0.35000000000000003
VIII(c) Ewing tumor and related sarcomas of bone,Tennessee,100,37884392,0.26
VIII(c) Ewing tumor and related sarcomas of bone,Texas,497,172599550,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Utah,80,21588203,0.37000000000000005
VIII(c) Ewing tumor and related sarcomas of bone,Virginia,136,47413830,0.29
VIII(c) Ewing tumor and related sarcomas of bone,Washington,109,40520105,0.27
VIII(c) Ewing tumor and related sarcomas of bone,West Virginia,34,9950567,0.34
VIII(c) Ewing tumor and related sarcomas of bone,Wisconsin,121,34329682,0.35000000000000003
VIII(d) Other specified malignant bone tumors,Arizona,24,39775657,0.06
VIII(d) Other specified malignant bone tumors,California,103,236070538,0.04000000000000001
VIII(d) Other specified malignant bone tumors,Connecticut,18,20830240,0.09000000000000001
VIII(d) Other specified malignant bone tumors,Florida,56,102863635,0.05
VIII(d) Other specified malignant bone tumors,Georgia,18,62011319,0.03
VIII(d) Other specified malignant bone tumors,Illinois,30,79093866,0.04000000000000001
VIII(d) Other specified malignant bone tumors,Massachusetts,16,37580693,0.04000000000000001
VIII(d) Other specified malignant bone tumors,Michigan,23,61154757,0.04000000000000001
VIII(d) Other specified malignant bone tumors,New Jersey,35,52654520,0.06999999999999999
VIII(d) Other specified malignant bone tumors,New York,75,113517852,0.06999999999999999
VIII(d) Other specified malignant bone tumors,North Carolina,32,56649928,0.06
VIII(d) Other specified malignant bone tumors,Ohio,42,70366333,0.06
VIII(d) Other specified malignant bone tumors,Oklahoma,18,23756620,0.08000000000000002
VIII(d) Other specified malignant bone tumors,Pennsylvania,36,72683727,0.05
VIII(d) Other specified malignant bone tumors,Texas,94,172599550,0.05
VIII(d) Other specified malignant bone tumors,Virginia,25,47413830,0.05
VIII(e) Unspecified malignant bone tumors,Alabama,21,28877079,0.06999999999999999
VIII(e) Unspecified malignant bone tumors,California,38,236070538,0.020000000000000004
VIII(e) Unspecified malignant bone tumors,Delaware,0,5268436,0
VIII(e) Unspecified malignant bone tumors,District of Columbia,0,3083338,0
VIII(e) Unspecified malignant bone tumors,Florida,29,102863635,0.03
VIII(e) Unspecified malignant bone tumors,Hawaii,0,7747695,0
VIII(e) Unspecified malignant bone tumors,Iowa,0,18924991,0
VIII(e) Unspecified malignant bone tumors,Maine,0,7144119,0
VIII(e) Unspecified malignant bone tumors,Maryland,26,34984232,0.06999999999999999
VIII(e) Unspecified malignant bone tumors,Minnesota,0,33142582,0
VIII(e) Unspecified malignant bone tumors,New York,23,113517852,0.020000000000000004
VIII(e) Unspecified malignant bone tumors,Texas,67,172599550,0.04000000000000001
VIII(e) Unspecified malignant bone tumors,West Virginia,0,9950567,0
VIII(e) Unspecified malignant bone tumors,Wyoming,0,3396153,0
IX Soft-tissue sarcomas,Alabama,349,28877079,1.21
IX Soft-tissue sarcomas,Alaska,56,4720625,1.1900000000000002
IX Soft-tissue sarcomas,Arizona,414,39775657,1.04
IX Soft-tissue sarcomas,Arkansas,206,17898158,1.1500000000000001
IX Soft-tissue sarcomas,California,2797,236070538,1.1800000000000002
IX Soft-tissue sarcomas,Colorado,340,30887289,1.1
IX Soft-tissue sarcomas,Connecticut,262,20830240,1.26
IX Soft-tissue sarcomas,Delaware,62,5268436,1.1800000000000002
IX Soft-tissue sarcomas,District of Columbia,40,3083338,1.3
IX Soft-tissue sarcomas,Florida,1467,102863635,1.4300000000000002
IX Soft-tissue sarcomas,Georgia,780,62011319,1.26
IX Soft-tissue sarcomas,Hawaii,83,7747695,1.07
IX Soft-tissue sarcomas,Idaho,130,10734756,1.21
IX Soft-tissue sarcomas,Illinois,931,79093866,1.1800000000000002
IX Soft-tissue sarcomas,Indiana,444,37414578,1.1900000000000002
IX Soft-tissue sarcomas,Iowa,241,18924991,1.27
IX Soft-tissue sarcomas,Kansas,211,18406535,1.1500000000000001
IX Soft-tissue sarcomas,Kentucky,281,25974328,1.08
IX Soft-tissue sarcomas,Louisiana,343,29086064,1.1800000000000002
IX Soft-tissue sarcomas,Maine,92,7144119,1.29
IX Soft-tissue sarcomas,Maryland,405,34984232,1.16
IX Soft-tissue sarcomas,Massachusetts,479,37580693,1.27
IX Soft-tissue sarcomas,Michigan,792,61154757,1.3
IX Soft-tissue sarcomas,Minnesota,411,33142582,1.2400000000000002
IX Soft-tissue sarcomas,Mississippi,156,15669603,1
IX Soft-tissue sarcomas,Missouri,408,36266473,1.1300000000000001
IX Soft-tissue sarcomas,Montana,72,5846055,1.2300000000000002
IX Soft-tissue sarcomas,Nebraska,130,11903430,1.09
IX Soft-tissue sarcomas,Nevada,168,16014625,1.05
IX Soft-tissue sarcomas,New Hampshire,89,7453487,1.1900000000000002
IX Soft-tissue sarcomas,New Jersey,662,52654520,1.26
IX Soft-tissue sarcomas,New Mexico,149,12904509,1.1500000000000001
IX Soft-tissue sarcomas,New York,1517,113517852,1.34
IX Soft-tissue sarcomas,North Carolina,657,56649928,1.16
IX Soft-tissue sarcomas,North Dakota,45,4266274,1.05
IX Soft-tissue sarcomas,Ohio,843,70366333,1.2000000000000002
IX Soft-tissue sarcomas,Oklahoma,247,23756620,1.04
IX Soft-tissue sarcomas,Oregon,230,22097759,1.04
IX Soft-tissue sarcomas,Pennsylvania,875,72683727,1.2000000000000002
IX Soft-tissue sarcomas,Rhode Island,78,6082080,1.2800000000000002
IX Soft-tissue sarcomas,South Carolina,264,27583495,0.96
IX Soft-tissue sarcomas,South Dakota,45,4834317,0.9300000000000002
IX Soft-tissue sarcomas,Tennessee,441,37884392,1.16
IX Soft-tissue sarcomas,Texas,2033,172599550,1.1800000000000002
IX Soft-tissue sarcomas,Utah,284,21588203,1.32
IX Soft-tissue sarcomas,Vermont,43,3490801,1.2300000000000002
IX Soft-tissue sarcomas,Virginia,513,47413830,1.08
IX Soft-tissue sarcomas,Washington,485,40520105,1.2000000000000002
IX Soft-tissue sarcomas,West Virginia,121,9950567,1.22
IX Soft-tissue sarcomas,Wisconsin,413,34329682,1.2000000000000002
IX Soft-tissue sarcomas,Wyoming,39,3396153,1.1500000000000001
IX(a) Rhabdomyosarcomas,Alabama,131,28877079,0.45
IX(a) Rhabdomyosarcomas,Alaska,27,4720625,0.5700000000000001
IX(a) Rhabdomyosarcomas,Arizona,152,39775657,0.38
IX(a) Rhabdomyosarcomas,Arkansas,74,17898158,0.41
IX(a) Rhabdomyosarcomas,California,1043,236070538,0.44000000000000006
IX(a) Rhabdomyosarcomas,Colorado,134,30887289,0.43
IX(a) Rhabdomyosarcomas,Connecticut,95,20830240,0.45999999999999996
IX(a) Rhabdomyosarcomas,Delaware,31,5268436,0.5900000000000001
IX(a) Rhabdomyosarcomas,District of Columbia,17,3083338,0.55
IX(a) Rhabdomyosarcomas,Florida,603,102863635,0.5900000000000001
IX(a) Rhabdomyosarcomas,Georgia,291,62011319,0.47000000000000003
IX(a) Rhabdomyosarcomas,Hawaii,30,7747695,0.39
IX(a) Rhabdomyosarcomas,Idaho,48,10734756,0.45
IX(a) Rhabdomyosarcomas,Illinois,349,79093866,0.44000000000000006
IX(a) Rhabdomyosarcomas,Indiana,185,37414578,0.49000000000000005
IX(a) Rhabdomyosarcomas,Iowa,81,18924991,0.43
IX(a) Rhabdomyosarcomas,Kansas,85,18406535,0.45999999999999996
IX(a) Rhabdomyosarcomas,Kentucky,102,25974328,0.39
IX(a) Rhabdomyosarcomas,Louisiana,141,29086064,0.48
IX(a) Rhabdomyosarcomas,Maine,38,7144119,0.53
IX(a) Rhabdomyosarcomas,Maryland,161,34984232,0.45999999999999996
IX(a) Rhabdomyosarcomas,Massachusetts,175,37580693,0.47000000000000003
IX(a) Rhabdomyosarcomas,Michigan,298,61154757,0.49000000000000005
IX(a) Rhabdomyosarcomas,Minnesota,148,33142582,0.45
IX(a) Rhabdomyosarcomas,Mississippi,64,15669603,0.41
IX(a) Rhabdomyosarcomas,Missouri,188,36266473,0.52
IX(a) Rhabdomyosarcomas,Montana,30,5846055,0.51
IX(a) Rhabdomyosarcomas,Nebraska,55,11903430,0.45999999999999996
IX(a) Rhabdomyosarcomas,Nevada,56,16014625,0.35000000000000003
IX(a) Rhabdomyosarcomas,New Hampshire,23,7453487,0.31000000000000005
IX(a) Rhabdomyosarcomas,New Jersey,254,52654520,0.48
IX(a) Rhabdomyosarcomas,New Mexico,41,12904509,0.32000000000000006
IX(a) Rhabdomyosarcomas,New York,570,113517852,0.5
IX(a) Rhabdomyosarcomas,North Carolina,259,56649928,0.45999999999999996
IX(a) Rhabdomyosarcomas,North Dakota,17,4266274,0.4
IX(a) Rhabdomyosarcomas,Ohio,333,70366333,0.47000000000000003
IX(a) Rhabdomyosarcomas,Oklahoma,90,23756620,0.38
IX(a) Rhabdomyosarcomas,Oregon,98,22097759,0.44000000000000006
IX(a) Rhabdomyosarcomas,Pennsylvania,339,72683727,0.47000000000000003
IX(a) Rhabdomyosarcomas,Rhode Island,28,6082080,0.45999999999999996
IX(a) Rhabdomyosarcomas,South Carolina,108,27583495,0.39
IX(a) Rhabdomyosarcomas,South Dakota,19,4834317,0.39
IX(a) Rhabdomyosarcomas,Tennessee,190,37884392,0.5
IX(a) Rhabdomyosarcomas,Texas,781,172599550,0.45
IX(a) Rhabdomyosarcomas,Utah,97,21588203,0.45
IX(a) Rhabdomyosarcomas,Virginia,205,47413830,0.43
IX(a) Rhabdomyosarcomas,Washington,171,40520105,0.42000000000000004
IX(a) Rhabdomyosarcomas,West Virginia,44,9950567,0.44000000000000006
IX(a) Rhabdomyosarcomas,Wisconsin,154,34329682,0.45
IX(a) Rhabdomyosarcomas,Wyoming,19,3396153,0.5599999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Alabama,27,28877079,0.09000000000000001
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Arizona,37,39775657,0.09000000000000001
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Arkansas,21,17898158,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",California,297,236070538,0.13
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Colorado,42,30887289,0.13999999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Connecticut,28,20830240,0.13
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Florida,167,102863635,0.16000000000000003
