cancer_site,state,sex,count,population,crude_rate_100k
IX(e) Unspecified soft tissue sarcomas,Colorado,Female,16,15025190,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Connecticut,Male,16,10654876,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Florida,Female,78,50182775,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Florida,Male,90,52680860,0.17
IX(e) Unspecified soft tissue sarcomas,Georgia,Female,51,30321686,0.17
IX(e) Unspecified soft tissue sarcomas,Georgia,Male,60,31689633,0.19
IX(e) Unspecified soft tissue sarcomas,Idaho,Female,17,5258478,0.32000000000000006
IX(e) Unspecified soft tissue sarcomas,Illinois,Female,61,38604523,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Illinois,Male,65,40489343,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Indiana,Female,27,18245506,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Indiana,Male,21,19169072,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Kentucky,Male,19,13328766,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Louisiana,Male,21,14826787,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Maryland,Female,20,17122384,0.12
IX(e) Unspecified soft tissue sarcomas,Maryland,Male,26,17861848,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Massachusetts,Female,21,18423690,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Massachusetts,Male,32,19157003,0.17
IX(e) Unspecified soft tissue sarcomas,Michigan,Female,42,29825800,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Michigan,Male,55,31328957,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Missouri,Male,19,18574543,0.1
IX(e) Unspecified soft tissue sarcomas,New Jersey,Female,29,25677915,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,New Jersey,Male,36,26976605,0.13
IX(e) Unspecified soft tissue sarcomas,New York,Female,86,55453325,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,New York,Male,110,58064527,0.19
IX(e) Unspecified soft tissue sarcomas,North Carolina,Female,30,27670201,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,North Carolina,Male,47,28979727,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Ohio,Female,42,34368943,0.12
IX(e) Unspecified soft tissue sarcomas,Ohio,Male,44,35997390,0.12
IX(e) Unspecified soft tissue sarcomas,Oregon,Male,16,11324451,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Pennsylvania,Female,44,35510719,0.12
IX(e) Unspecified soft tissue sarcomas,Pennsylvania,Male,50,37173008,0.13
IX(e) Unspecified soft tissue sarcomas,South Carolina,Female,21,13498914,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,South Carolina,Male,16,14084581,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,South Dakota,Male,0,2483465,0
IX(e) Unspecified soft tissue sarcomas,Tennessee,Female,20,18500186,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Tennessee,Male,36,19384206,0.19
IX(e) Unspecified soft tissue sarcomas,Texas,Female,119,84248594,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Texas,Male,158,88350956,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Utah,Male,20,11049649,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Virginia,Female,28,23185434,0.12
IX(e) Unspecified soft tissue sarcomas,Virginia,Male,35,24228396,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Washington,Female,29,19738654,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Washington,Male,27,20781451,0.13
IX(e) Unspecified soft tissue sarcomas,Wisconsin,Female,24,16755799,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Wisconsin,Male,37,17573883,0.21000000000000002
IX(e) Unspecified soft tissue sarcomas,Wyoming,Female,0,1642684,0
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,Female,116,14140689,0.82
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,Male,139,14736390,0.9400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alaska,Male,29,2440694,1.1900000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,Female,162,19406377,0.8300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,Male,325,20369280,1.6
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,Female,67,8729058,0.77
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,Male,87,9169100,0.9500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,Female,1097,115078726,0.9500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,Male,2063,120991812,1.7100000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,Female,112,15025190,0.75
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,Male,246,15862099,1.55
"X Germ-cell, trophoblastic and other gonadal neoplasms",Connecticut,Female,65,10175364,0.6400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Connecticut,Male,129,10654876,1.21
"X Germ-cell, trophoblastic and other gonadal neoplasms",Delaware,Female,32,2591476,1.2300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Delaware,Male,30,2676960,1.1199999999999999
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,Female,418,50182775,0.8300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,Male,667,52680860,1.27
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,Female,270,30321686,0.8900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,Male,315,31689633,0.9900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Hawaii,Female,43,3750270,1.1500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Hawaii,Male,67,3997425,1.6800000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Idaho,Female,38,5258478,0.7200000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Idaho,Male,84,5476278,1.5300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,Female,332,38604523,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,Male,642,40489343,1.59
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,Female,157,18245506,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,Male,229,19169072,1.1900000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,Female,72,9228398,0.78
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,Male,154,9696593,1.59
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,Female,76,8950919,0.8500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,Male,137,9455616,1.4500000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,Female,109,12645562,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,Male,176,13328766,1.32
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,Female,123,14259277,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,Male,145,14826787,0.9800000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,Female,22,3472550,0.63
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,Male,45,3671569,1.2300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,Female,114,17122384,0.67
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,Male,179,17861848,1
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,Female,136,18423690,0.7400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,Male,253,19157003,1.32
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,Female,255,29825800,0.8500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,Male,411,31328957,1.31
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,Female,142,16188565,0.8800000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,Male,281,16954017,1.6600000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,Female,73,7683130,0.9500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,Male,62,7986473,0.78
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,Female,131,17691930,0.7400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,Male,234,18574543,1.26
"X Germ-cell, trophoblastic and other gonadal neoplasms",Montana,Female,23,2835131,0.81
"X Germ-cell, trophoblastic and other gonadal neoplasms",Montana,Male,44,3010924,1.46
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nebraska,Female,43,5805706,0.7400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nebraska,Male,81,6097724,1.33
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,Female,69,7794272,0.8900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,Male,133,8220353,1.62
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Hampshire,Female,28,3642488,0.77
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Hampshire,Male,56,3810999,1.47
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,Female,251,25677915,0.9800000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,Male,365,26976605,1.35
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,Female,56,6321366,0.8900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,Male,109,6583143,1.6600000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,Female,551,55453325,0.9900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,Male,761,58064527,1.31
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,Female,244,27670201,0.8800000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,Male,328,28979727,1.1300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Dakota,Male,27,2194388,1.2300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,Female,275,34368943,0.8
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,Male,406,35997390,1.1300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,Female,88,11570306,0.76
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,Male,133,12186314,1.09
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,Female,84,10773308,0.78
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,Male,194,11324451,1.7100000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,Female,270,35510719,0.76
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,Male,499,37173008,1.34
"X Germ-cell, trophoblastic and other gonadal neoplasms",Rhode Island,Female,31,2983352,1.04
"X Germ-cell, trophoblastic and other gonadal neoplasms",Rhode Island,Male,43,3098728,1.3900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,Female,98,13498914,0.73
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,Male,135,14084581,0.96
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Dakota,Male,41,2483465,1.6500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,Female,137,18500186,0.7400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,Male,215,19384206,1.11
"X Germ-cell, trophoblastic and other gonadal neoplasms",Texas,Female,807,84248594,0.96
"X Germ-cell, trophoblastic and other gonadal neoplasms",Texas,Male,1429,88350956,1.62
"X Germ-cell, trophoblastic and other gonadal neoplasms",Utah,Female,104,10538554,0.9900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Utah,Male,190,11049649,1.72
"X Germ-cell, trophoblastic and other gonadal neoplasms",Vermont,Male,27,1795966,1.5
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,Female,154,23185434,0.66
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,Male,256,24228396,1.06
"X Germ-cell, trophoblastic and other gonadal neoplasms",Washington,Female,159,19738654,0.81
"X Germ-cell, trophoblastic and other gonadal neoplasms",Washington,Male,253,20781451,1.22
"X Germ-cell, trophoblastic and other gonadal neoplasms",West Virginia,Female,38,4839575,0.79
"X Germ-cell, trophoblastic and other gonadal neoplasms",West Virginia,Male,49,5110992,0.96
"X Germ-cell, trophoblastic and other gonadal neoplasms",Wisconsin,Female,139,16755799,0.8300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Wisconsin,Male,257,17573883,1.46
"X Germ-cell, trophoblastic and other gonadal neoplasms",Wyoming,Male,27,1753469,1.54
X(a) Intracranial & intraspinal germ cell tumors,Alabama,Male,26,14736390,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Arizona,Female,28,19406377,0.13999999999999999
X(a) Intracranial & intraspinal germ cell tumors,Arizona,Male,55,20369280,0.27
X(a) Intracranial & intraspinal germ cell tumors,Arkansas,Male,21,9169100,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,California,Female,129,115078726,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,California,Male,391,120991812,0.32000000000000006
X(a) Intracranial & intraspinal germ cell tumors,Colorado,Female,17,15025190,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Colorado,Male,46,15862099,0.29
X(a) Intracranial & intraspinal germ cell tumors,Connecticut,Male,26,10654876,0.24
X(a) Intracranial & intraspinal germ cell tumors,District of Columbia,Female,0,1550069,0
X(a) Intracranial & intraspinal germ cell tumors,Florida,Female,50,50182775,0.1
X(a) Intracranial & intraspinal germ cell tumors,Florida,Male,122,52680860,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,Georgia,Female,30,30321686,0.1
X(a) Intracranial & intraspinal germ cell tumors,Georgia,Male,56,31689633,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Hawaii,Male,20,3997425,0.5
X(a) Intracranial & intraspinal germ cell tumors,Illinois,Female,36,38604523,0.09000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Illinois,Male,117,40489343,0.29
X(a) Intracranial & intraspinal germ cell tumors,Indiana,Female,20,18245506,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Indiana,Male,42,19169072,0.22000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Iowa,Male,22,9696593,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,Kentucky,Male,29,13328766,0.22000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Louisiana,Male,32,14826787,0.22000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Maryland,Female,21,17122384,0.12
X(a) Intracranial & intraspinal germ cell tumors,Maryland,Male,30,17861848,0.17
X(a) Intracranial & intraspinal germ cell tumors,Massachusetts,Female,18,18423690,0.1
X(a) Intracranial & intraspinal germ cell tumors,Massachusetts,Male,44,19157003,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,Michigan,Female,33,29825800,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Michigan,Male,60,31328957,0.19
X(a) Intracranial & intraspinal germ cell tumors,Minnesota,Female,17,16188565,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Minnesota,Male,39,16954017,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,Missouri,Male,33,18574543,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Nebraska,Male,16,6097724,0.26
X(a) Intracranial & intraspinal germ cell tumors,Nevada,Male,17,8220353,0.21000000000000002
X(a) Intracranial & intraspinal germ cell tumors,New Jersey,Female,21,25677915,0.08000000000000002
X(a) Intracranial & intraspinal germ cell tumors,New Jersey,Male,69,26976605,0.26
X(a) Intracranial & intraspinal germ cell tumors,New York,Female,62,55453325,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,New York,Male,150,58064527,0.26
X(a) Intracranial & intraspinal germ cell tumors,North Carolina,Female,21,27670201,0.08000000000000002
X(a) Intracranial & intraspinal germ cell tumors,North Carolina,Male,67,28979727,0.22999999999999998
X(a) Intracranial & intraspinal germ cell tumors,Ohio,Female,28,34368943,0.08000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Ohio,Male,73,35997390,0.2
X(a) Intracranial & intraspinal germ cell tumors,Oklahoma,Female,18,11570306,0.16000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Oklahoma,Male,29,12186314,0.24
X(a) Intracranial & intraspinal germ cell tumors,Oregon,Male,32,11324451,0.27999999999999997
X(a) Intracranial & intraspinal germ cell tumors,Pennsylvania,Female,32,35510719,0.09000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Pennsylvania,Male,92,37173008,0.25
X(a) Intracranial & intraspinal germ cell tumors,South Carolina,Male,21,14084581,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Tennessee,Female,22,18500186,0.12
X(a) Intracranial & intraspinal germ cell tumors,Tennessee,Male,35,19384206,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Texas,Female,92,84248594,0.11000000000000001
X(a) Intracranial & intraspinal germ cell tumors,Texas,Male,221,88350956,0.25
X(a) Intracranial & intraspinal germ cell tumors,Utah,Male,27,11049649,0.24
X(a) Intracranial & intraspinal germ cell tumors,Virginia,Female,27,23185434,0.12
X(a) Intracranial & intraspinal germ cell tumors,Virginia,Male,54,24228396,0.22000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Washington,Male,40,20781451,0.19
X(a) Intracranial & intraspinal germ cell tumors,Wisconsin,Male,35,17573883,0.2
X(b) Extracranial & extragonadal germ cell tumors,Alabama,Female,24,14140689,0.17
X(b) Extracranial & extragonadal germ cell tumors,Arizona,Female,37,19406377,0.19
X(b) Extracranial & extragonadal germ cell tumors,Arizona,Male,36,20369280,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,California,Female,169,115078726,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,California,Male,187,120991812,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Colorado,Female,28,15025190,0.19
X(b) Extracranial & extragonadal germ cell tumors,Colorado,Male,19,15862099,0.12
X(b) Extracranial & extragonadal germ cell tumors,Florida,Female,82,50182775,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Florida,Male,62,52680860,0.12
X(b) Extracranial & extragonadal germ cell tumors,Georgia,Female,65,30321686,0.21000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Georgia,Male,24,31689633,0.08000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Illinois,Female,63,38604523,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Illinois,Male,47,40489343,0.12
X(b) Extracranial & extragonadal germ cell tumors,Indiana,Female,41,18245506,0.22000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Indiana,Male,26,19169072,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Iowa,Female,22,9228398,0.24
X(b) Extracranial & extragonadal germ cell tumors,Kansas,Female,16,8950919,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Kentucky,Female,25,12645562,0.2
X(b) Extracranial & extragonadal germ cell tumors,Kentucky,Male,18,13328766,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Louisiana,Female,40,14259277,0.27999999999999997
X(b) Extracranial & extragonadal germ cell tumors,Maryland,Female,22,17122384,0.13
X(b) Extracranial & extragonadal germ cell tumors,Maryland,Male,17,17861848,0.1
X(b) Extracranial & extragonadal germ cell tumors,Massachusetts,Female,29,18423690,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Massachusetts,Male,22,19157003,0.11000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Michigan,Female,54,29825800,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Michigan,Male,29,31328957,0.09000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Minnesota,Female,28,16188565,0.17
X(b) Extracranial & extragonadal germ cell tumors,Minnesota,Male,29,16954017,0.17
X(b) Extracranial & extragonadal germ cell tumors,Mississippi,Female,23,7683130,0.30000000000000004
X(b) Extracranial & extragonadal germ cell tumors,Missouri,Female,26,17691930,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Missouri,Male,22,18574543,0.12
X(b) Extracranial & extragonadal germ cell tumors,New Jersey,Female,43,25677915,0.17
X(b) Extracranial & extragonadal germ cell tumors,New Jersey,Male,36,26976605,0.13
X(b) Extracranial & extragonadal germ cell tumors,New York,Female,92,55453325,0.17
X(b) Extracranial & extragonadal germ cell tumors,New York,Male,79,58064527,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,North Carolina,Female,39,27670201,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,North Carolina,Male,35,28979727,0.12
X(b) Extracranial & extragonadal germ cell tumors,Ohio,Female,51,34368943,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Ohio,Male,28,35997390,0.08000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Oklahoma,Female,22,11570306,0.19
X(b) Extracranial & extragonadal germ cell tumors,Oregon,Male,17,11324451,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Pennsylvania,Female,54,35510719,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Pennsylvania,Male,34,37173008,0.09000000000000001
X(b) Extracranial & extragonadal germ cell tumors,South Carolina,Female,17,13498914,0.13
X(b) Extracranial & extragonadal germ cell tumors,South Dakota,Female,0,2350852,0
X(b) Extracranial & extragonadal germ cell tumors,Tennessee,Female,24,18500186,0.13
X(b) Extracranial & extragonadal germ cell tumors,Texas,Female,150,84248594,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Texas,Male,125,88350956,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Utah,Female,25,10538554,0.24
X(b) Extracranial & extragonadal germ cell tumors,Utah,Male,25,11049649,0.22999999999999998
X(b) Extracranial & extragonadal germ cell tumors,Virginia,Female,23,23185434,0.1
X(b) Extracranial & extragonadal germ cell tumors,Virginia,Male,21,24228396,0.09000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Washington,Female,35,19738654,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Washington,Male,33,20781451,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Wisconsin,Female,25,16755799,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Wisconsin,Male,17,17573883,0.1
X(b) Extracranial & extragonadal germ cell tumors,Wyoming,Male,0,1753469,0
X(c) Malignant gonadal germ cell tumors,Alabama,Female,54,14140689,0.38
X(c) Malignant gonadal germ cell tumors,Alabama,Male,90,14736390,0.61
X(c) Malignant gonadal germ cell tumors,Alaska,Male,18,2440694,0.7400000000000001
X(c) Malignant gonadal germ cell tumors,Arizona,Female,72,19406377,0.37000000000000005
X(c) Malignant gonadal germ cell tumors,Arizona,Male,231,20369280,1.1300000000000001
X(c) Malignant gonadal germ cell tumors,Arkansas,Female,40,8729058,0.45999999999999996
X(c) Malignant gonadal germ cell tumors,Arkansas,Male,56,9169100,0.61
X(c) Malignant gonadal germ cell tumors,California,Female,643,115078726,0.5599999999999999
X(c) Malignant gonadal germ cell tumors,California,Male,1471,120991812,1.22
X(c) Malignant gonadal germ cell tumors,Colorado,Female,48,15025190,0.32000000000000006
X(c) Malignant gonadal germ cell tumors,Colorado,Male,178,15862099,1.1199999999999999
X(c) Malignant gonadal germ cell tumors,Connecticut,Female,38,10175364,0.37000000000000005
X(c) Malignant gonadal germ cell tumors,Connecticut,Male,93,10654876,0.87
X(c) Malignant gonadal germ cell tumors,Delaware,Female,17,2591476,0.66
X(c) Malignant gonadal germ cell tumors,Delaware,Male,18,2676960,0.67
X(c) Malignant gonadal germ cell tumors,Florida,Female,216,50182775,0.43
X(c) Malignant gonadal germ cell tumors,Florida,Male,471,52680860,0.8900000000000001
X(c) Malignant gonadal germ cell tumors,Georgia,Female,137,30321686,0.45
X(c) Malignant gonadal germ cell tumors,Georgia,Male,231,31689633,0.73
X(c) Malignant gonadal germ cell tumors,Hawaii,Female,23,3750270,0.61
X(c) Malignant gonadal germ cell tumors,Hawaii,Male,37,3997425,0.9300000000000002
X(c) Malignant gonadal germ cell tumors,Idaho,Female,24,5258478,0.45999999999999996
X(c) Malignant gonadal germ cell tumors,Idaho,Male,63,5476278,1.1500000000000001
X(c) Malignant gonadal germ cell tumors,Illinois,Female,185,38604523,0.48
X(c) Malignant gonadal germ cell tumors,Illinois,Male,475,40489343,1.17
X(c) Malignant gonadal germ cell tumors,Indiana,Female,73,18245506,0.4
X(c) Malignant gonadal germ cell tumors,Indiana,Male,161,19169072,0.8400000000000001
X(c) Malignant gonadal germ cell tumors,Iowa,Female,35,9228398,0.38
X(c) Malignant gonadal germ cell tumors,Iowa,Male,122,9696593,1.26
X(c) Malignant gonadal germ cell tumors,Kansas,Female,34,8950919,0.38
X(c) Malignant gonadal germ cell tumors,Kansas,Male,106,9455616,1.1199999999999999
X(c) Malignant gonadal germ cell tumors,Kentucky,Female,53,12645562,0.42000000000000004
X(c) Malignant gonadal germ cell tumors,Kentucky,Male,126,13328766,0.9500000000000001
X(c) Malignant gonadal germ cell tumors,Louisiana,Female,49,14259277,0.34
X(c) Malignant gonadal germ cell tumors,Louisiana,Male,101,14826787,0.68
X(c) Malignant gonadal germ cell tumors,Maine,Male,29,3671569,0.79
X(c) Malignant gonadal germ cell tumors,Maryland,Female,51,17122384,0.30000000000000004
X(c) Malignant gonadal germ cell tumors,Maryland,Male,132,17861848,0.7400000000000001
X(c) Malignant gonadal germ cell tumors,Massachusetts,Female,56,18423690,0.30000000000000004
X(c) Malignant gonadal germ cell tumors,Massachusetts,Male,180,19157003,0.9400000000000001
X(c) Malignant gonadal germ cell tumors,Michigan,Female,119,29825800,0.4
X(c) Malignant gonadal germ cell tumors,Michigan,Male,317,31328957,1.01
X(c) Malignant gonadal germ cell tumors,Minnesota,Female,78,16188565,0.48
X(c) Malignant gonadal germ cell tumors,Minnesota,Male,211,16954017,1.2400000000000002
X(c) Malignant gonadal germ cell tumors,Mississippi,Female,37,7683130,0.48
X(c) Malignant gonadal germ cell tumors,Mississippi,Male,46,7986473,0.58
X(c) Malignant gonadal germ cell tumors,Missouri,Female,69,17691930,0.39
X(c) Malignant gonadal germ cell tumors,Missouri,Male,177,18574543,0.9500000000000001
X(c) Malignant gonadal germ cell tumors,Montana,Male,35,3010924,1.16
X(c) Malignant gonadal germ cell tumors,Nebraska,Female,22,5805706,0.38
X(c) Malignant gonadal germ cell tumors,Nebraska,Male,58,6097724,0.9500000000000001
X(c) Malignant gonadal germ cell tumors,Nevada,Female,36,7794272,0.45999999999999996
X(c) Malignant gonadal germ cell tumors,Nevada,Male,103,8220353,1.25
X(c) Malignant gonadal germ cell tumors,New Hampshire,Male,40,3810999,1.05
X(c) Malignant gonadal germ cell tumors,New Jersey,Female,146,25677915,0.5700000000000001
X(c) Malignant gonadal germ cell tumors,New Jersey,Male,258,26976605,0.96
X(c) Malignant gonadal germ cell tumors,New Mexico,Female,24,6321366,0.38
X(c) Malignant gonadal germ cell tumors,New Mexico,Male,92,6583143,1.4000000000000001
X(c) Malignant gonadal germ cell tumors,New York,Female,317,55453325,0.5700000000000001
X(c) Malignant gonadal germ cell tumors,New York,Male,522,58064527,0.9
X(c) Malignant gonadal germ cell tumors,North Carolina,Female,152,27670201,0.55
X(c) Malignant gonadal germ cell tumors,North Carolina,Male,223,28979727,0.77
