cancer_site,state,age_group,count,population,crude_rate_100k
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Pennsylvania,10-14 years,23,18713236,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Pennsylvania,15-19 years,33,20112434,0.16000000000000003
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Pennsylvania,< 1 year,17,3241258,0.52
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",South Dakota,1-4 years,0,962224,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",South Dakota,10-14 years,0,1201910,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",South Dakota,5-9 years,0,1185915,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",South Dakota,< 1 year,0,241934,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Tennessee,10-14 years,16,9701894,0.16000000000000003
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Tennessee,15-19 years,17,9750953,0.17
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,1-4 years,16,34339586,0.05
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,10-14 years,54,43696950,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,15-19 years,67,43234905,0.15000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,5-9 years,36,42752621,0.08000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,< 1 year,36,8575488,0.42000000000000004
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Vermont,1-4 years,0,587023,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Vermont,< 1 year,0,139410,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Washington,< 1 year,16,1949932,0.82
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",West Virginia,1-4 years,0,1851405,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",West Virginia,5-9 years,0,2397871,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Wisconsin,15-19 years,22,9269366,0.24
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Wyoming,15-19 years,0,891664,0
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Wyoming,< 1 year,0,161549,0
IX(c) Kaposi sarcoma,Alabama,1-4 years,0,5469476,0
IX(c) Kaposi sarcoma,Alabama,10-14 years,0,7397945,0
IX(c) Kaposi sarcoma,Alabama,5-9 years,0,7009562,0
IX(c) Kaposi sarcoma,Alabama,< 1 year,0,1361419,0
IX(c) Kaposi sarcoma,Alaska,1-4 years,0,937213,0
IX(c) Kaposi sarcoma,Alaska,10-14 years,0,1209026,0
IX(c) Kaposi sarcoma,Alaska,15-19 years,0,1168656,0
IX(c) Kaposi sarcoma,Alaska,5-9 years,0,1166606,0
IX(c) Kaposi sarcoma,Alaska,< 1 year,0,239124,0
IX(c) Kaposi sarcoma,Arizona,1-4 years,0,7848058,0
IX(c) Kaposi sarcoma,Arizona,10-14 years,0,10094587,0
IX(c) Kaposi sarcoma,Arizona,15-19 years,0,10095459,0
IX(c) Kaposi sarcoma,Arizona,5-9 years,0,9792522,0
IX(c) Kaposi sarcoma,Arizona,< 1 year,0,1945031,0
IX(c) Kaposi sarcoma,Arkansas,1-4 years,0,3472397,0
IX(c) Kaposi sarcoma,Arkansas,10-14 years,0,4554311,0
IX(c) Kaposi sarcoma,Arkansas,5-9 years,0,4395513,0
IX(c) Kaposi sarcoma,Arkansas,< 1 year,0,863216,0
IX(c) Kaposi sarcoma,California,1-4 years,0,45553226,0
IX(c) Kaposi sarcoma,Colorado,1-4 years,0,6020046,0
IX(c) Kaposi sarcoma,Colorado,10-14 years,0,7841777,0
IX(c) Kaposi sarcoma,Colorado,15-19 years,0,7910284,0
IX(c) Kaposi sarcoma,Colorado,5-9 years,0,7622280,0
IX(c) Kaposi sarcoma,Colorado,< 1 year,0,1492902,0
IX(c) Kaposi sarcoma,Connecticut,1-4 years,0,3732294,0
IX(c) Kaposi sarcoma,Connecticut,10-14 years,0,5495849,0
IX(c) Kaposi sarcoma,Connecticut,15-19 years,0,5663881,0
IX(c) Kaposi sarcoma,Connecticut,5-9 years,0,5050886,0
IX(c) Kaposi sarcoma,Connecticut,< 1 year,0,887330,0
IX(c) Kaposi sarcoma,Delaware,10-14 years,0,1333659,0
IX(c) Kaposi sarcoma,Delaware,15-19 years,0,1411125,0
IX(c) Kaposi sarcoma,Delaware,5-9 years,0,1272824,0
IX(c) Kaposi sarcoma,Delaware,< 1 year,0,250143,0
IX(c) Kaposi sarcoma,District of Columbia,1-4 years,0,655965,0
IX(c) Kaposi sarcoma,District of Columbia,10-14 years,0,657751,0
IX(c) Kaposi sarcoma,District of Columbia,5-9 years,0,711036,0
IX(c) Kaposi sarcoma,District of Columbia,< 1 year,0,187842,0
IX(c) Kaposi sarcoma,Florida,1-4 years,0,19531010,0
IX(c) Kaposi sarcoma,Florida,10-14 years,0,26464457,0
IX(c) Kaposi sarcoma,Florida,5-9 years,0,24853995,0
IX(c) Kaposi sarcoma,Florida,< 1 year,0,4872286,0
IX(c) Kaposi sarcoma,Georgia,1-4 years,0,12030233,0
IX(c) Kaposi sarcoma,Georgia,10-14 years,0,15873183,0
IX(c) Kaposi sarcoma,Hawaii,1-4 years,0,1581086,0
IX(c) Kaposi sarcoma,Hawaii,10-14 years,0,1938369,0
IX(c) Kaposi sarcoma,Hawaii,15-19 years,0,1897963,0
IX(c) Kaposi sarcoma,Hawaii,5-9 years,0,1924686,0
IX(c) Kaposi sarcoma,Hawaii,< 1 year,0,405591,0
IX(c) Kaposi sarcoma,Idaho,1-4 years,0,2064110,0
IX(c) Kaposi sarcoma,Idaho,10-14 years,0,2734366,0
IX(c) Kaposi sarcoma,Idaho,15-19 years,0,2784229,0
IX(c) Kaposi sarcoma,Idaho,5-9 years,0,2642295,0
IX(c) Kaposi sarcoma,Idaho,< 1 year,0,509756,0
IX(c) Kaposi sarcoma,Illinois,5-9 years,0,19386015,0
IX(c) Kaposi sarcoma,Illinois,< 1 year,0,3722515,0
IX(c) Kaposi sarcoma,Indiana,1-4 years,0,7153917,0
IX(c) Kaposi sarcoma,Indiana,10-14 years,0,9533841,0
IX(c) Kaposi sarcoma,Indiana,15-19 years,0,9778770,0
IX(c) Kaposi sarcoma,Indiana,5-9 years,0,9181922,0
IX(c) Kaposi sarcoma,Indiana,< 1 year,0,1766128,0
IX(c) Kaposi sarcoma,Iowa,1-4 years,0,3575940,0
IX(c) Kaposi sarcoma,Iowa,10-14 years,0,4785289,0
IX(c) Kaposi sarcoma,Iowa,15-19 years,0,5091669,0
IX(c) Kaposi sarcoma,Iowa,5-9 years,0,4589946,0
IX(c) Kaposi sarcoma,Iowa,< 1 year,0,882147,0
IX(c) Kaposi sarcoma,Kansas,1-4 years,0,3564818,0
IX(c) Kaposi sarcoma,Kansas,10-14 years,0,4648026,0
IX(c) Kaposi sarcoma,Kansas,15-19 years,0,4781351,0
IX(c) Kaposi sarcoma,Kansas,5-9 years,0,4528480,0
IX(c) Kaposi sarcoma,Kansas,< 1 year,0,883860,0
IX(c) Kaposi sarcoma,Kentucky,1-4 years,0,5029496,0
IX(c) Kaposi sarcoma,Kentucky,10-14 years,0,6602154,0
IX(c) Kaposi sarcoma,Kentucky,15-19 years,0,6699792,0
IX(c) Kaposi sarcoma,Kentucky,5-9 years,0,6386273,0
IX(c) Kaposi sarcoma,Kentucky,< 1 year,0,1256613,0
IX(c) Kaposi sarcoma,Louisiana,1-4 years,0,5667613,0
IX(c) Kaposi sarcoma,Louisiana,10-14 years,0,7362307,0
IX(c) Kaposi sarcoma,Louisiana,5-9 years,0,7096224,0
IX(c) Kaposi sarcoma,Louisiana,< 1 year,0,1419731,0
IX(c) Kaposi sarcoma,Maine,1-4 years,0,1254194,0
IX(c) Kaposi sarcoma,Maine,10-14 years,0,1881419,0
IX(c) Kaposi sarcoma,Maine,15-19 years,0,2008427,0
IX(c) Kaposi sarcoma,Maine,5-9 years,0,1698544,0
IX(c) Kaposi sarcoma,Maine,< 1 year,0,301535,0
IX(c) Kaposi sarcoma,Maryland,1-4 years,0,6696858,0
IX(c) Kaposi sarcoma,Maryland,10-14 years,0,9029000,0
IX(c) Kaposi sarcoma,Maryland,5-9 years,0,8544521,0
IX(c) Kaposi sarcoma,Maryland,< 1 year,0,1667470,0
IX(c) Kaposi sarcoma,Massachusetts,10-14 years,0,9547360,0
IX(c) Kaposi sarcoma,Massachusetts,5-9 years,0,8944247,0
IX(c) Kaposi sarcoma,Massachusetts,< 1 year,0,1695265,0
IX(c) Kaposi sarcoma,Michigan,10-14 years,0,15899361,0
IX(c) Kaposi sarcoma,Michigan,15-19 years,0,16468910,0
IX(c) Kaposi sarcoma,Michigan,5-9 years,0,14824040,0
IX(c) Kaposi sarcoma,Michigan,< 1 year,0,2723190,0
IX(c) Kaposi sarcoma,Minnesota,1-4 years,0,6364337,0
IX(c) Kaposi sarcoma,Minnesota,10-14 years,0,8473091,0
IX(c) Kaposi sarcoma,Minnesota,5-9 years,0,8134262,0
IX(c) Kaposi sarcoma,Minnesota,< 1 year,0,1570360,0
IX(c) Kaposi sarcoma,Mississippi,1-4 years,0,2996593,0
IX(c) Kaposi sarcoma,Mississippi,10-14 years,0,4000675,0
IX(c) Kaposi sarcoma,Mississippi,5-9 years,0,3796934,0
IX(c) Kaposi sarcoma,Mississippi,< 1 year,0,741996,0
IX(c) Kaposi sarcoma,Missouri,1-4 years,0,6903905,0
IX(c) Kaposi sarcoma,Missouri,10-14 years,0,9282197,0
IX(c) Kaposi sarcoma,Missouri,5-9 years,0,8840403,0
IX(c) Kaposi sarcoma,Missouri,< 1 year,0,1715710,0
IX(c) Kaposi sarcoma,Montana,1-4 years,0,1092655,0
IX(c) Kaposi sarcoma,Montana,10-14 years,0,1497266,0
IX(c) Kaposi sarcoma,Montana,15-19 years,0,1575496,0
IX(c) Kaposi sarcoma,Montana,5-9 years,0,1411941,0
IX(c) Kaposi sarcoma,Montana,< 1 year,0,268697,0
IX(c) Kaposi sarcoma,Nebraska,1-4 years,0,2342070,0
IX(c) Kaposi sarcoma,Nebraska,10-14 years,0,2984179,0
IX(c) Kaposi sarcoma,Nebraska,5-9 years,0,2921459,0
IX(c) Kaposi sarcoma,Nebraska,< 1 year,0,585005,0
IX(c) Kaposi sarcoma,Nevada,1-4 years,0,3221928,0
IX(c) Kaposi sarcoma,Nevada,10-14 years,0,4107600,0
IX(c) Kaposi sarcoma,Nevada,15-19 years,0,3865198,0
IX(c) Kaposi sarcoma,Nevada,5-9 years,0,4022790,0
IX(c) Kaposi sarcoma,Nevada,< 1 year,0,797109,0
IX(c) Kaposi sarcoma,New Hampshire,10-14 years,0,1973487,0
IX(c) Kaposi sarcoma,New Hampshire,15-19 years,0,2108547,0
IX(c) Kaposi sarcoma,New Hampshire,5-9 years,0,1771669,0
IX(c) Kaposi sarcoma,New Hampshire,< 1 year,0,306258,0
IX(c) Kaposi sarcoma,New Jersey,1-4 years,0,10070580,0
IX(c) Kaposi sarcoma,New Jersey,10-14 years,0,13700943,0
IX(c) Kaposi sarcoma,New Jersey,5-9 years,0,13015487,0
IX(c) Kaposi sarcoma,New Jersey,< 1 year,0,2461972,0
IX(c) Kaposi sarcoma,New Mexico,1-4 years,0,2458592,0
IX(c) Kaposi sarcoma,New Mexico,10-14 years,0,3311369,0
IX(c) Kaposi sarcoma,New Mexico,15-19 years,0,3384754,0
IX(c) Kaposi sarcoma,New Mexico,5-9 years,0,3143697,0
IX(c) Kaposi sarcoma,New Mexico,< 1 year,0,606097,0
IX(c) Kaposi sarcoma,New York,1-4 years,0,21659417,0
IX(c) Kaposi sarcoma,North Carolina,1-4 years,0,10909376,0
IX(c) Kaposi sarcoma,North Carolina,10-14 years,0,14407853,0
IX(c) Kaposi sarcoma,North Carolina,15-19 years,0,14736669,0
IX(c) Kaposi sarcoma,North Carolina,5-9 years,0,13869469,0
IX(c) Kaposi sarcoma,North Carolina,< 1 year,0,2726561,0
IX(c) Kaposi sarcoma,North Dakota,1-4 years,0,836898,0
IX(c) Kaposi sarcoma,North Dakota,10-14 years,0,1030719,0
IX(c) Kaposi sarcoma,North Dakota,15-19 years,0,1168114,0
IX(c) Kaposi sarcoma,North Dakota,5-9 years,0,1017872,0
IX(c) Kaposi sarcoma,North Dakota,< 1 year,0,212671,0
IX(c) Kaposi sarcoma,Ohio,1-4 years,0,13214951,0
IX(c) Kaposi sarcoma,Ohio,10-14 years,0,18150108,0
IX(c) Kaposi sarcoma,Ohio,15-19 years,0,18587275,0
IX(c) Kaposi sarcoma,Ohio,5-9 years,0,17175827,0
IX(c) Kaposi sarcoma,Ohio,< 1 year,0,3238172,0
IX(c) Kaposi sarcoma,Oklahoma,1-4 years,0,4644900,0
IX(c) Kaposi sarcoma,Oklahoma,10-14 years,0,5972495,0
IX(c) Kaposi sarcoma,Oklahoma,15-19 years,0,6135620,0
IX(c) Kaposi sarcoma,Oklahoma,5-9 years,0,5843456,0
IX(c) Kaposi sarcoma,Oklahoma,< 1 year,0,1160149,0
IX(c) Kaposi sarcoma,Oregon,1-4 years,0,4209979,0
IX(c) Kaposi sarcoma,Oregon,10-14 years,0,5655555,0
IX(c) Kaposi sarcoma,Oregon,15-19 years,0,5791934,0
IX(c) Kaposi sarcoma,Oregon,5-9 years,0,5412215,0
IX(c) Kaposi sarcoma,Oregon,< 1 year,0,1028076,0
IX(c) Kaposi sarcoma,Pennsylvania,1-4 years,0,13237901,0
IX(c) Kaposi sarcoma,Pennsylvania,5-9 years,0,17378898,0
IX(c) Kaposi sarcoma,Pennsylvania,< 1 year,0,3241258,0
IX(c) Kaposi sarcoma,Rhode Island,1-4 years,0,1081993,0
IX(c) Kaposi sarcoma,Rhode Island,10-14 years,0,1521467,0
IX(c) Kaposi sarcoma,Rhode Island,15-19 years,0,1794833,0
IX(c) Kaposi sarcoma,Rhode Island,5-9 years,0,1420502,0
IX(c) Kaposi sarcoma,Rhode Island,< 1 year,0,263285,0
IX(c) Kaposi sarcoma,South Carolina,1-4 years,0,5226958,0
IX(c) Kaposi sarcoma,South Carolina,10-14 years,0,7014106,0
IX(c) Kaposi sarcoma,South Carolina,15-19 years,0,7346855,0
IX(c) Kaposi sarcoma,South Carolina,5-9 years,0,6693916,0
IX(c) Kaposi sarcoma,South Carolina,< 1 year,0,1301660,0
IX(c) Kaposi sarcoma,South Dakota,1-4 years,0,962224,0
IX(c) Kaposi sarcoma,South Dakota,10-14 years,0,1201910,0
IX(c) Kaposi sarcoma,South Dakota,15-19 years,0,1242334,0
IX(c) Kaposi sarcoma,South Dakota,5-9 years,0,1185915,0
IX(c) Kaposi sarcoma,South Dakota,< 1 year,0,241934,0
IX(c) Kaposi sarcoma,Tennessee,1-4 years,0,7296317,0
IX(c) Kaposi sarcoma,Tennessee,10-14 years,0,9701894,0
IX(c) Kaposi sarcoma,Tennessee,5-9 years,0,9318316,0
IX(c) Kaposi sarcoma,Tennessee,< 1 year,0,1816912,0
IX(c) Kaposi sarcoma,Texas,10-14 years,0,43696950,0
IX(c) Kaposi sarcoma,Utah,1-4 years,0,4441432,0
IX(c) Kaposi sarcoma,Utah,10-14 years,0,5325797,0
IX(c) Kaposi sarcoma,Utah,5-9 years,0,5408434,0
IX(c) Kaposi sarcoma,Utah,< 1 year,0,1127988,0
IX(c) Kaposi sarcoma,Vermont,1-4 years,0,587023,0
IX(c) Kaposi sarcoma,Vermont,10-14 years,0,902253,0
IX(c) Kaposi sarcoma,Vermont,15-19 years,0,1058474,0
IX(c) Kaposi sarcoma,Vermont,5-9 years,0,803641,0
IX(c) Kaposi sarcoma,Vermont,< 1 year,0,139410,0
IX(c) Kaposi sarcoma,Virginia,1-4 years,0,9152502,0
IX(c) Kaposi sarcoma,Virginia,5-9 years,0,11544105,0
IX(c) Kaposi sarcoma,Virginia,< 1 year,0,2292551,0
IX(c) Kaposi sarcoma,Washington,1-4 years,0,7867141,0
IX(c) Kaposi sarcoma,Washington,5-9 years,0,9996474,0
IX(c) Kaposi sarcoma,Washington,< 1 year,0,1949932,0
IX(c) Kaposi sarcoma,West Virginia,1-4 years,0,1851405,0
IX(c) Kaposi sarcoma,West Virginia,10-14 years,0,2539200,0
IX(c) Kaposi sarcoma,West Virginia,15-19 years,0,2702062,0
IX(c) Kaposi sarcoma,West Virginia,5-9 years,0,2397871,0
IX(c) Kaposi sarcoma,West Virginia,< 1 year,0,460029,0
IX(c) Kaposi sarcoma,Wisconsin,1-4 years,0,6332140,0
IX(c) Kaposi sarcoma,Wisconsin,10-14 years,0,8870911,0
IX(c) Kaposi sarcoma,Wisconsin,15-19 years,0,9269366,0
IX(c) Kaposi sarcoma,Wisconsin,5-9 years,0,8309592,0
IX(c) Kaposi sarcoma,Wisconsin,< 1 year,0,1547673,0
IX(c) Kaposi sarcoma,Wyoming,1-4 years,0,651740,0
IX(c) Kaposi sarcoma,Wyoming,10-14 years,0,861083,0
IX(c) Kaposi sarcoma,Wyoming,15-19 years,0,891664,0
IX(c) Kaposi sarcoma,Wyoming,5-9 years,0,830117,0
IX(c) Kaposi sarcoma,Wyoming,< 1 year,0,161549,0
IX(d) Other specified soft tissue sarcomas,Alabama,10-14 years,40,7397945,0.54
IX(d) Other specified soft tissue sarcomas,Alabama,15-19 years,68,7638677,0.8900000000000001
IX(d) Other specified soft tissue sarcomas,Alabama,5-9 years,17,7009562,0.24
IX(d) Other specified soft tissue sarcomas,Arizona,1-4 years,21,7848058,0.27
IX(d) Other specified soft tissue sarcomas,Arizona,10-14 years,45,10094587,0.45
IX(d) Other specified soft tissue sarcomas,Arizona,15-19 years,82,10095459,0.81
IX(d) Other specified soft tissue sarcomas,Arizona,5-9 years,22,9792522,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,Arkansas,10-14 years,20,4554311,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,Arkansas,15-19 years,41,4612721,0.8900000000000001
IX(d) Other specified soft tissue sarcomas,California,1-4 years,77,45553226,0.17
IX(d) Other specified soft tissue sarcomas,California,10-14 years,324,60367276,0.54
IX(d) Other specified soft tissue sarcomas,California,15-19 years,578,60988865,0.9500000000000001
IX(d) Other specified soft tissue sarcomas,California,5-9 years,153,57817061,0.26
IX(d) Other specified soft tissue sarcomas,California,< 1 year,43,11344110,0.38
IX(d) Other specified soft tissue sarcomas,Colorado,10-14 years,43,7841777,0.55
IX(d) Other specified soft tissue sarcomas,Colorado,15-19 years,59,7910284,0.75
IX(d) Other specified soft tissue sarcomas,Colorado,5-9 years,18,7622280,0.24
IX(d) Other specified soft tissue sarcomas,Connecticut,10-14 years,39,5495849,0.71
IX(d) Other specified soft tissue sarcomas,Connecticut,15-19 years,51,5663881,0.9
IX(d) Other specified soft tissue sarcomas,Delaware,1-4 years,0,1000685,0
IX(d) Other specified soft tissue sarcomas,Delaware,< 1 year,0,250143,0
IX(d) Other specified soft tissue sarcomas,District of Columbia,< 1 year,0,187842,0
IX(d) Other specified soft tissue sarcomas,Florida,1-4 years,38,19531010,0.19
IX(d) Other specified soft tissue sarcomas,Florida,10-14 years,169,26464457,0.6400000000000001
IX(d) Other specified soft tissue sarcomas,Florida,15-19 years,210,27141887,0.77
IX(d) Other specified soft tissue sarcomas,Florida,5-9 years,80,24853995,0.32000000000000006
IX(d) Other specified soft tissue sarcomas,Florida,< 1 year,24,4872286,0.49000000000000005
IX(d) Other specified soft tissue sarcomas,Georgia,1-4 years,22,12030233,0.18000000000000002
IX(d) Other specified soft tissue sarcomas,Georgia,10-14 years,98,15873183,0.6200000000000001
IX(d) Other specified soft tissue sarcomas,Georgia,15-19 years,135,15860044,0.8500000000000001
IX(d) Other specified soft tissue sarcomas,Georgia,5-9 years,37,15251004,0.24
IX(d) Other specified soft tissue sarcomas,Hawaii,15-19 years,18,1897963,0.9500000000000001
IX(d) Other specified soft tissue sarcomas,Idaho,15-19 years,22,2784229,0.79
IX(d) Other specified soft tissue sarcomas,Illinois,1-4 years,31,15118124,0.21000000000000002
IX(d) Other specified soft tissue sarcomas,Illinois,10-14 years,108,20314300,0.53
IX(d) Other specified soft tissue sarcomas,Illinois,15-19 years,174,20552912,0.8500000000000001
IX(d) Other specified soft tissue sarcomas,Illinois,5-9 years,37,19386015,0.19
IX(d) Other specified soft tissue sarcomas,Illinois,< 1 year,18,3722515,0.48
IX(d) Other specified soft tissue sarcomas,Indiana,10-14 years,47,9533841,0.49000000000000005
IX(d) Other specified soft tissue sarcomas,Indiana,15-19 years,64,9778770,0.65
IX(d) Other specified soft tissue sarcomas,Indiana,5-9 years,21,9181922,0.22999999999999998
IX(d) Other specified soft tissue sarcomas,Iowa,10-14 years,21,4785289,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,Iowa,15-19 years,43,5091669,0.8400000000000001
IX(d) Other specified soft tissue sarcomas,Iowa,5-9 years,16,4589946,0.35000000000000003
IX(d) Other specified soft tissue sarcomas,Kansas,10-14 years,26,4648026,0.5599999999999999
IX(d) Other specified soft tissue sarcomas,Kansas,15-19 years,27,4781351,0.5599999999999999
IX(d) Other specified soft tissue sarcomas,Kentucky,10-14 years,34,6602154,0.51
IX(d) Other specified soft tissue sarcomas,Kentucky,15-19 years,42,6699792,0.63
IX(d) Other specified soft tissue sarcomas,Kentucky,5-9 years,24,6386273,0.38
IX(d) Other specified soft tissue sarcomas,Louisiana,10-14 years,40,7362307,0.54
IX(d) Other specified soft tissue sarcomas,Louisiana,15-19 years,54,7540189,0.7200000000000001
IX(d) Other specified soft tissue sarcomas,Louisiana,5-9 years,18,7096224,0.25
IX(d) Other specified soft tissue sarcomas,Maine,15-19 years,17,2008427,0.8500000000000001
IX(d) Other specified soft tissue sarcomas,Maryland,10-14 years,50,9029000,0.55
IX(d) Other specified soft tissue sarcomas,Maryland,15-19 years,75,9046383,0.8300000000000001
IX(d) Other specified soft tissue sarcomas,Maryland,5-9 years,19,8544521,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,Massachusetts,10-14 years,48,9547360,0.5
IX(d) Other specified soft tissue sarcomas,Massachusetts,15-19 years,104,10537941,0.9900000000000001
IX(d) Other specified soft tissue sarcomas,Massachusetts,5-9 years,31,8944247,0.35000000000000003
IX(d) Other specified soft tissue sarcomas,Michigan,1-4 years,22,11239256,0.2
IX(d) Other specified soft tissue sarcomas,Michigan,10-14 years,102,15899361,0.6400000000000001
IX(d) Other specified soft tissue sarcomas,Michigan,15-19 years,138,16468910,0.8400000000000001
IX(d) Other specified soft tissue sarcomas,Michigan,5-9 years,32,14824040,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,Minnesota,1-4 years,16,6364337,0.25
IX(d) Other specified soft tissue sarcomas,Minnesota,10-14 years,46,8473091,0.54
IX(d) Other specified soft tissue sarcomas,Minnesota,15-19 years,91,8600532,1.06
IX(d) Other specified soft tissue sarcomas,Minnesota,5-9 years,24,8134262,0.30000000000000004
IX(d) Other specified soft tissue sarcomas,Mississippi,10-14 years,26,4000675,0.65
IX(d) Other specified soft tissue sarcomas,Mississippi,15-19 years,17,4133405,0.41
IX(d) Other specified soft tissue sarcomas,Missouri,10-14 years,33,9282197,0.36000000000000004
IX(d) Other specified soft tissue sarcomas,Missouri,15-19 years,66,9524258,0.6900000000000001
IX(d) Other specified soft tissue sarcomas,Missouri,5-9 years,26,8840403,0.29
IX(d) Other specified soft tissue sarcomas,Montana,< 1 year,0,268697,0
IX(d) Other specified soft tissue sarcomas,Nebraska,15-19 years,22,3070717,0.7200000000000001
IX(d) Other specified soft tissue sarcomas,Nevada,10-14 years,23,4107600,0.5599999999999999
IX(d) Other specified soft tissue sarcomas,Nevada,15-19 years,31,3865198,0.8
IX(d) Other specified soft tissue sarcomas,Nevada,< 1 year,0,797109,0
IX(d) Other specified soft tissue sarcomas,New Jersey,1-4 years,17,10070580,0.17
IX(d) Other specified soft tissue sarcomas,New Jersey,10-14 years,82,13700943,0.6000000000000001
IX(d) Other specified soft tissue sarcomas,New Jersey,15-19 years,126,13405538,0.9400000000000001
IX(d) Other specified soft tissue sarcomas,New Jersey,5-9 years,36,13015487,0.27999999999999997
IX(d) Other specified soft tissue sarcomas,New Mexico,10-14 years,19,3311369,0.5700000000000001
IX(d) Other specified soft tissue sarcomas,New Mexico,15-19 years,39,3384754,1.1500000000000001
IX(d) Other specified soft tissue sarcomas,New York,1-4 years,47,21659417,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,New York,10-14 years,164,28734343,0.5700000000000001
IX(d) Other specified soft tissue sarcomas,New York,15-19 years,280,30230461,0.9300000000000002
IX(d) Other specified soft tissue sarcomas,New York,5-9 years,74,27394347,0.27
IX(d) Other specified soft tissue sarcomas,New York,< 1 year,20,5499284,0.36000000000000004
IX(d) Other specified soft tissue sarcomas,North Carolina,1-4 years,20,10909376,0.18000000000000002
IX(d) Other specified soft tissue sarcomas,North Carolina,10-14 years,79,14407853,0.55
IX(d) Other specified soft tissue sarcomas,North Carolina,15-19 years,122,14736669,0.8300000000000001
IX(d) Other specified soft tissue sarcomas,North Carolina,5-9 years,28,13869469,0.2
IX(d) Other specified soft tissue sarcomas,North Dakota,< 1 year,0,212671,0
IX(d) Other specified soft tissue sarcomas,Ohio,1-4 years,27,13214951,0.2
IX(d) Other specified soft tissue sarcomas,Ohio,10-14 years,108,18150108,0.6000000000000001
IX(d) Other specified soft tissue sarcomas,Ohio,15-19 years,132,18587275,0.71
IX(d) Other specified soft tissue sarcomas,Ohio,5-9 years,44,17175827,0.26
IX(d) Other specified soft tissue sarcomas,Oklahoma,10-14 years,27,5972495,0.45
IX(d) Other specified soft tissue sarcomas,Oklahoma,15-19 years,49,6135620,0.8
IX(d) Other specified soft tissue sarcomas,Oregon,10-14 years,21,5655555,0.37000000000000005
IX(d) Other specified soft tissue sarcomas,Oregon,15-19 years,35,5791934,0.6000000000000001
IX(d) Other specified soft tissue sarcomas,Pennsylvania,1-4 years,26,13237901,0.2
IX(d) Other specified soft tissue sarcomas,Pennsylvania,10-14 years,105,18713236,0.5599999999999999
IX(d) Other specified soft tissue sarcomas,Pennsylvania,15-19 years,148,20112434,0.7400000000000001
IX(d) Other specified soft tissue sarcomas,Pennsylvania,5-9 years,41,17378898,0.24
IX(d) Other specified soft tissue sarcomas,Pennsylvania,< 1 year,19,3241258,0.5900000000000001
IX(d) Other specified soft tissue sarcomas,South Carolina,10-14 years,31,7014106,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,South Carolina,15-19 years,41,7346855,0.5599999999999999
IX(d) Other specified soft tissue sarcomas,Tennessee,10-14 years,36,9701894,0.37000000000000005
IX(d) Other specified soft tissue sarcomas,Tennessee,15-19 years,66,9750953,0.68
IX(d) Other specified soft tissue sarcomas,Texas,1-4 years,76,34339586,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,Texas,10-14 years,221,43696950,0.51
IX(d) Other specified soft tissue sarcomas,Texas,15-19 years,312,43234905,0.7200000000000001
IX(d) Other specified soft tissue sarcomas,Texas,5-9 years,111,42752621,0.26
IX(d) Other specified soft tissue sarcomas,Texas,< 1 year,37,8575488,0.43
IX(d) Other specified soft tissue sarcomas,Utah,10-14 years,33,5325797,0.6200000000000001
IX(d) Other specified soft tissue sarcomas,Utah,15-19 years,47,5284552,0.8900000000000001
IX(d) Other specified soft tissue sarcomas,Utah,5-9 years,17,5408434,0.31000000000000005
IX(d) Other specified soft tissue sarcomas,Vermont,1-4 years,0,587023,0
IX(d) Other specified soft tissue sarcomas,Vermont,< 1 year,0,139410,0
IX(d) Other specified soft tissue sarcomas,Virginia,1-4 years,20,9152502,0.22000000000000003
IX(d) Other specified soft tissue sarcomas,Virginia,10-14 years,61,12010591,0.51
